t,input_il6,Compound_3_Obs,Compound_6_Obs,Compound_9_Obs,Compound_10_Obs
13,5,23.3031978559985,0.0285228083561067,0.00114334983316829,0.0167370975343477
13,5,25.5295252915462,0.00672331495473574,0.0337700817372964,0.0241430339372421
13,5,30.2053740722023,0.0497781134608796,0.0423095023659162,0.0197103544525334
13,5,30.8691670625529,0.0191674328205303,0.0367767994498098,0.0149389043989636
13,20,27.7348693380018,0.0859699524270732,0.0737647913300607,0.0541657691473577
13,20,31.8528306041948,0.130478978443983,0.0589941693451212,0.0491076086660939
13,20,37.3849436882109,0.0992739740374102,0.100290382509311,0.0363480383913127
13,20,39.4367625090164,0.0896639654669488,0.0990082720633886,0.061321824214038
13,40,47.3562230905305,0.185783675786137,0.153709339008389,0.0951036975437769
13,40,49.6634865564158,0.174422923065654,0.172622439732168,0.0959795223098454
13,40,56.4822664219381,0.18960008417566,0.151453696092701,0.0932473456543919
13,40,61.6981025828204,0.180727251015872,0.17299207816668,0.104764997825058
13,90,56.0835010903153,0.266557290205705,0.26930071939356,0.151228032946923
13,90,56.9941719972107,0.286416945889136,0.263358835867977,0.170160881632171
13,90,60.3562960898198,0.282750969611778,0.260536534792336,0.141499072897387
13,90,64.3572012761296,0.275375662681913,0.286584636564206,0.151928746059534
