t,Compound_2_Obs,Compound_3_Obs,Compound_5_Obs,Compound_6_Obs,Compound_9_Obs,Compound_10_Obs
0,15.8896927566461,18.680381814034,0.07793995200623,-0.000109365122418523,0.0337786814574859,0.0115758701374956
8.5,NaN,NaN,NaN,NaN,0.0179140551674744,NaN
9,36.446594319384,NaN,NaN,NaN,NaN,NaN
9.5,NaN,33.7930417788208,NaN,NaN,NaN,NaN
10,NaN,NaN,3.27660434514996,0.094427228737503,NaN,0.0368575842819076
15,NaN,NaN,NaN,NaN,0.16635773665365,NaN
20,40.6996583413339,46.8045117654048,4.53511335853944,0.162712001118959,NaN,0.0976032800672348
25,NaN,NaN,NaN,NaN,0.334265861956691,NaN
30,34.0539916623811,38.8559072297456,NaN,NaN,NaN,0.115704678314527
35,NaN,NaN,3.69277787727794,0.153665409613801,0.832560987171646,NaN
40,34.2413114891573,36.5548361431616,NaN,NaN,NaN,NaN
45,NaN,NaN,2.8213784079762,0.112181855938606,NaN,0.0989144973501194
50,NaN,NaN,NaN,NaN,1.47991362451021,NaN
55,25.5660132359003,30.2917244588871,NaN,NaN,NaN,NaN
60,NaN,NaN,2.27119104652144,0.0648792589765212,1.45410203368281,0.067979109778893
65,NaN,27.7283418325391,NaN,NaN,NaN,NaN
70,21.8167315818697,NaN,NaN,NaN,NaN,NaN
75,NaN,NaN,1.8235217266144,NaN,1.00871508382831,0.0289764412416891
80,NaN,NaN,NaN,0.0283855680698849,NaN,NaN
85,NaN,24.7732444469986,NaN,NaN,NaN,NaN
90,13.3028174545225,NaN,NaN,NaN,NaN,NaN
95,NaN,NaN,1.37281273985788,NaN,0.35917799918128,0.0175674557066831
100,NaN,23.8740750612998,1.32071732778181,0.0167379998565737,0.321487538317355,0.0163841940857444
150,NaN,28.295788658107,1.53679972809778,0.0366676062565654,0.356096728583612,0.0186702861039084
