t,input_il6,Compound_4_Obs
400,0.1,0.0336225249249583
400,0.1,-0.00896746061869134
400,0.5,0.0403957844496634
400,0.5,-0.00925716344885145
400,1,0.0112422297880631
400,1,0.0519507405253515
400,2.5,0.123544647767383
400,2.5,0.126917220672073
400,5,0.392995015713853
400,5,0.364126094263251
400,10,0.0720379757556709
400,10,0.0207099385623912
400,25,0.212162021637715
400,25,0.229257609131565
400,50,0.0841980464832379
400,50,0.0840540024851754
400,100,0.267567518264449
400,100,0.295348660249808
400,500,0.463370713003027
400,500,0.497008631459044
