t,input_il6,Compound_2_Obs
11,0.1,14.2992076145152
11,0.1,16.8383058851538
11,0.1,17.3063861915633
11,0.1,21.2861390012052
11,1,17.1701198371002
11,1,18.1017786690546
11,1,21.7494225193067
11,1,24.8706786847678
11,5,21.8676936221288
11,5,29.0699756825099
11,5,29.2773989993908
11,5,33.8277503930725
11,10,29.3467981213878
11,10,29.5948142534929
11,10,29.6605579243327
11,10,33.1876202786361
11,50,48.178462269406
11,50,51.321235656672
11,50,52.2090309685028
11,50,53.0061364965291
11,100,57.9710114586006
11,100,58.7505611821839
11,100,64.7887690236688
11,100,70.8460905137998
11,500,56.5352076112009
11,500,66.6345812501836
11,500,68.5374602637247
11,500,68.869095723007
