t,input_il6,Compound_4_Obs
80,0.1,0.00599589351670064
80,0.1,-0.028598390724689
80,0.5,0.0769169613602995
80,0.5,0.060280187169481
80,1,0.0124008054947025
80,1,0.0318800684233753
80,2.5,0.20914702630203
80,2.5,0.199906404462342
80,5,0.859081969837736
80,5,0.797768076083293
80,10,0.0414601672779334
80,10,0.114049139490003
80,25,0.476015326533982
80,25,0.512337650280035
80,50,0.08087392185213
80,50,0.00756505131254108
80,100,0.748959455747592
80,100,0.652795775937109
80,500,0.838843415966542
80,500,0.875810521341707
