t,Compound_2_Obs,Compound_3_Obs,Compound_5_Obs,Compound_6_Obs
0,19.3734238526426,20.0377568743093,0.819673361646912,0.00863494151418443
15,NaN,53.5103510861235,NaN,NaN
20,61.1810450893471,NaN,6.75711318687075,0.190686824779356
35,62.590612061865,60.0449374271839,NaN,NaN
40,NaN,NaN,6.76063271386293,0.170349279604754
50,NaN,59.3245056515174,NaN,NaN
55,51.7707668068938,NaN,NaN,NaN
60,NaN,NaN,5.88513893841783,NaN
65,NaN,48.481146607946,NaN,0.148392875819916
75,60.5490201289206,NaN,NaN,NaN
80,NaN,NaN,5.75969999172621,NaN
85,NaN,58.4292070821852,NaN,NaN
90,NaN,NaN,NaN,0.165044099487596
95,60.7572288671404,NaN,NaN,NaN
100,51.2635459687597,53.8901901519138,6.10204642001344,0.140946055772108
150,46.6672728892108,52.0604805859706,4.91718996586714,0.140109790493411
200,49.4484665223862,59.2158559269247,5.24065976088087,0.0814275636525569
250,53.3296725581021,37.3891416749876,5.49614088460902,0.0735471420064368
300,42.9659589360041,39.9142629521746,3.59235655395462,0.0850676936513727
350,NaN,39.3050137724168,3.96872130399647,0.0795904049458977
400,44.6700201998724,42.6261418487091,NaN,NaN
450,36.8433953951307,NaN,3.17326396163591,0.0453328348221613
