t,Compound_3_Obs,Compound_6_Obs,Compound_9_Obs,Compound_10_Obs
0,16.6232950506931,0.00583053167884996,0.0020219515560828,-0.000894235153928982
9,41.2672454544295,NaN,NaN,NaN
10,NaN,0.0913890158091689,0.0638510638116468,NaN
15,NaN,NaN,NaN,0.0601111929745285
20,24.7893835660267,NaN,0.188277451349432,NaN
25,NaN,0.0513155186849071,NaN,0.0455003792499527
30,21.6839244390903,NaN,NaN,NaN
35,NaN,0.0230538564354794,0.585841010550523,NaN
40,20.3147485021797,NaN,NaN,0.0332442014190297
45,NaN,NaN,0.723109207471228,NaN
50,19.4911876486562,0.00243526636284851,NaN,NaN
60,NaN,NaN,0.415706205373715,0.0120136543139657
70,16.9696200976239,0.00529831779783378,NaN,NaN
80,NaN,NaN,0.0772580726044806,-0.000168135080809187
85,20.2134397262916,-0.00072385545046899,NaN,NaN
100,19.8302731305072,4.2777124064323e-05,0.038236650062119,0.00452430899793437
150,NaN,0.00272986284725053,0.0114946040226475,-0.00444988420361362
