t,input_il6,Compound_1_Obs,Compound_6_Obs,Compound_9_Obs,Compound_10_Obs
0,2.5,0.494416875739842,0.00289149936913052,0.013488679462345,0.000967225511959197
0,2.5,0.457769599291427,0.0027212911661896,0.0136630006047028,0.00110275499017315
0,2.5,0.398839445441241,0.00317455110398185,0.0105690078238451,0.000944833256292636
0,2.5,0.415818342645747,0.00275611953682567,0.0105461751334125,0.000954155841597594
0,2.5,0.406260966574573,0.00288494968271725,0.0111735218561114,0.000973976053521889
0,10,0.383763561859466,0.0030511589835011,0.0120207769981374,0.00107546191562344
0,10,0.474807931589933,0.00215969011798197,0.0124803259012915,0.00101638262023151
0,10,0.438735593117329,0.00209763740067016,0.0139107313255323,0.00118241597684766
0,10,0.359242331231044,0.00316962697109947,0.0125422841796325,0.00114579894561749
0,10,0.423570730748646,0.00350850642212172,0.0133300170471865,0.00108284060090335
0,60,0.392172676410919,0.00327664807038978,0.0123747250368431,0.000977455506454392
0,60,0.367412888040225,0.00290872286448457,0.0131647138512069,0.00113837039065007
0,60,0.343439097911272,0.00285449496501682,0.0135062424269526,0.000857723612857791
0,60,0.420029696516384,0.00218962583650664,0.0137286653369636,0.00102985932207189
0,60,0.454490121162751,0.00304118138954793,0.0111657197611232,0.00113883725061224
0,120,0.390925596704401,0.00262642530294946,0.0128879273298638,0.0010421492903019
0,120,0.421543303134145,0.00336811926525337,0.0106269124898921,0.00099985773582776
0,120,0.417409549841907,0.00269645325029553,0.0135830383580925,0.00105076284588351
0,120,0.332913726133337,0.00298471850931162,0.0144680670115637,0.000965537957767344
0,120,0.38478117859793,0.00246634004461867,0.0126533617087199,0.0009353874157352
