t,input_il6,Compound_4_Obs
790,0.1,-0.00424082743140272
790,0.1,0.0476388058084616
790,0.5,0.0665416699718017
790,0.5,0.0335993112549876
790,1,0.0305650080320664
790,1,0.0721598842629701
790,2.5,0.207654518049251
790,2.5,0.252120001369674
790,5,0.517906522346072
790,5,0.455993149595976
790,10,0.0758507387006974
790,10,0.0449654360123586
790,25,0.34771371875282
790,25,0.37760719298909
790,50,0.171725112003508
790,50,0.134195773749059
790,100,0.485283987872005
790,100,0.411688272797655
790,500,0.557642872345752
790,500,0.578612228194851
