t,Compound_3_Obs,Compound_6_Obs,Compound_9_Obs,Compound_10_Obs
0,13.9356438684382,0.0101026242507156,-0.149937490432483,0.000910885495752294
7,39.3519137159564,NaN,NaN,NaN
9.5,NaN,NaN,0.0728084789539562,NaN
10,NaN,0.130632836955079,NaN,NaN
15,54.4057579749704,NaN,NaN,0.121783471274909
20,NaN,0.245955083836026,0.418704370570185,NaN
25,46.0109277665753,NaN,NaN,NaN
30,28.6059953248261,NaN,0.919052628586985,0.157008414686943
35,NaN,0.115919779886321,NaN,NaN
40,26.1928346864283,NaN,1.78706905141063,NaN
45,NaN,0.0368241200540129,NaN,0.10253620205103
55,18.3025927927589,NaN,1.79210271693533,NaN
60,NaN,-0.0103329541142609,NaN,0.0388761889904069
65,19.4624012588388,NaN,NaN,NaN
70,NaN,NaN,0.733948235171566,NaN
80,13.8693177848128,0.0170083665408072,NaN,NaN
85,NaN,NaN,NaN,0.00285777208837114
90,NaN,NaN,0.182188144939843,NaN
100,16.710294326872,0.00652701165167218,0.10370022618948,-0.00254857606083202
150,NaN,0.00265886145158007,NaN,-0.00177250246834275
