t,epo_level,CISnRNA1_Obs,CISnRNA4_Obs,CIS_Obs,SOCS3nRNA2_Obs,SOCS3nRNA4_Obs
5,2.5e-09,612.876175514982,0.58051006672303,2.12069523723947e-06,0.00161063595694021,0.00087616351525615
5,2.5e-09,538.083732551378,0.594121584110502,2.19365796051791e-06,0.00170700565470901,0.000927127219856522
5,2.5e-09,594.281317727975,0.623953473647366,2.28050404330843e-06,0.00184089715593003,0.0010978075600461
5,2.5e-08,447.07548947061,0.344150770715208,1.04487231545659e-06,0.00139957627969574,0.000779797139320959
5,2.5e-08,440.671608853504,0.317189145883793,9.89697641561431e-07,0.00155667187546335,0.000736737367661379
5,2.5e-08,449.612522410041,0.27860574732476,8.82867190548158e-07,0.00136799107556117,0.000819781616246165
5,2.5e-07,110.304542149369,0.0347698258571331,2.10501929442571e-07,0.000602226817504871,0.000132135109952274
5,2.5e-07,95.2238419472632,0.0284237130371901,1.68846388272576e-07,0.000372265641994539,0.000114373237631413
5,2.5e-07,121.433579797201,0.0542944249583555,1.28514678792302e-07,0.000427580693980598,0.000130263380401049
5,2.5e-06,-45.0336010483776,-0.0147861336519193,2.01819340483664e-07,0.000110782137999055,7.62432400899649e-05
5,2.5e-06,25.6974369076027,0.0110490345655318,-5.35850972925165e-08,-1.22920890808799e-05,-2.60473422198938e-05
5,2.5e-06,39.2715734723364,-0.0148099426567896,-5.54096637524683e-08,5.09414279302662e-05,8.07499073428691e-05
5,2.5e-05,-16.4755342896745,0.0196718792276906,1.80514787529415e-07,-0.000117278567189869,2.1172989001384e-05
5,2.5e-05,4.47625500887669,0.0474730672607098,5.73042565030614e-08,-4.66024238949428e-05,7.33786465224206e-05
5,2.5e-05,-27.7063562357789,-0.0325716710496294,-8.75056062592798e-08,-0.000103980325390772,-4.05236324373956e-05
