t,epo_level,SOCS3nRNA4_Obs
15,2.5e-09,0.000152427640075531
15,7.905e-09,0.000412894544276462
15,7.905e-09,0.000427665463027124
15,7.905e-09,0.000444714088054182
15,1.25e-08,-0.000163609163562968
15,1.25e-08,2.17445668823375e-05
15,1.25e-08,0.000368991347039981
15,1.75e-08,0.00014687236329214
15,1.75e-08,0.000177821284483494
15,1.75e-08,0.000492349977278226
15,2.5e-08,0.00087973852336278
15,3.95e-08,0.00110658781174896
15,7.9e-08,0.00271087561565123
15,1.25e-07,0.00314670694481938
15,1.7675e-07,0.00292855706531496
15,1.7675e-07,0.00300901203636236
15,1.7675e-07,0.0035510865027171
15,2.5e-07,0.00359956288872387
15,7.905e-07,0.00424669628842056
15,2.5e-06,0.00391341448589027
15,2.5e-06,0.00394473254362474
15,2.5e-06,0.00429285480113445
