t,input_il6,Compound_1_Obs
72,0,0.265987834135335
72,0,0.311461174932585
72,0.5,0.271382629618043
72,0.5,0.290727335390075
72,1,0.26416127101088
72,1,0.303108518795619
72,2.5,0.285335618849938
72,2.5,0.298497586086522
72,5,0.288186266794548
72,5,0.290636961818545
72,10,0.264495081168984
72,10,0.290906260093115
72,25,0.217600530597331
72,25,0.24316758365096
72,50,0.171269604081912
72,50,0.195791826738477
72,100,0.131063827824005
72,100,0.156051821231621
72,500,0.0676485641279047
72,500,0.0707256448949731
