t,input_il6,Compound_1_Obs
13,0.1,0.287839046734241
13,0.1,0.272879318126758
13,0.1,0.273279951337745
13,0.1,0.335037639525826
13,1,0.311423280878678
13,1,0.304191553048862
13,1,0.284760410480431
13,1,0.297467295226726
13,5,0.291378053473719
13,5,0.259968641520114
13,5,0.289007185773523
13,5,0.286657124468199
13,10,0.275545672091816
13,10,0.284234412915968
13,10,0.264258226426248
13,10,0.275565261921077
13,50,0.305488262625715
13,50,0.306333658234187
13,50,0.26662037702228
13,50,0.291339012681963
13,100,0.254016960117839
13,100,0.293621123985593
13,100,0.25138835341442
13,100,0.243345018769738
13,500,0.292962971018756
13,500,0.298503805093694
13,500,0.317630912855017
13,500,0.309431528412946
