t,input_il6,nSOCS3RNA3_Obs
590,0.1,0.00104453663219808
590,0.1,0.00113170990687878
590,0.5,0.00125249949317303
590,0.5,0.00129973747376663
590,1,0.00158343116370392
590,1,0.00176444550155729
590,2.5,0.0027138110029641
590,2.5,0.00330655161650853
590,5,0.0056844826452335
590,5,0.00609582404152955
590,10,0.0106257301415908
590,10,0.0127128880418838
590,25,0.0227172927834323
590,25,0.0295609903151396
590,50,0.0408365019991368
590,50,0.0437779457943825
590,100,0.0522088060114318
590,100,0.0601459283859768
590,500,0.0835979009420904
590,500,0.0931225374743398
