t,input_il6,nSOCS3RNA2_Obs
250,0.1,0.000465559425953594
250,0.1,0.000413764212963398
250,0.5,0.00149982823621698
250,0.5,0.00151231890202879
250,1,0.00330937666698535
250,1,0.00338829410561395
250,2.5,0.0326606414826351
250,2.5,0.0288591918957756
250,5,0.0814791991826206
250,5,0.0888964818599357
250,10,0.00898597365400969
250,10,0.00924212396363741
250,25,0.0443235057450796
250,25,0.0468846743428392
250,50,0.0174063937659172
250,50,0.0165199547716281
250,100,0.072712607721996
250,100,0.0690409490346167
250,500,0.108918646791496
250,500,0.111798381063168
