observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
Compound_1_Obs_1	Compound_1_Obs	scale1_Compound_1_Obs*(IPR_A + IPR_I2 + IPR_O + IPR_R + IPR_S)	lin	sd1_Compound_1_Obs	normal
Compound_1_Obs_2	Compound_1_Obs	scale2_Compound_1_Obs*(IPR_A + IPR_I2 + IPR_O + IPR_R + IPR_S)	lin	sd2_Compound_1_Obs	normal
Compound_1_Obs_3	Compound_1_Obs	scale3_Compound_1_Obs*(IPR_A + IPR_I2 + IPR_O + IPR_R + IPR_S)	lin	sd3_Compound_1_Obs	normal
Compound_1_Obs_4	Compound_1_Obs	scale4_Compound_1_Obs*(IPR_A + IPR_I2 + IPR_O + IPR_R + IPR_S)	lin	sd4_Compound_1_Obs	normal
Compound_1_Obs_5	Compound_1_Obs	scale5_Compound_1_Obs*(IPR_A + IPR_I2 + IPR_O + IPR_R + IPR_S)	lin	sd5_Compound_1_Obs	normal
Compound_1_Obs_6	Compound_1_Obs	scale6_Compound_1_Obs*(IPR_A + IPR_I2 + IPR_O + IPR_R + IPR_S)	lin	sd6_Compound_1_Obs	normal
Compound_1_Obs_7	Compound_1_Obs	scale7_Compound_1_Obs*(IPR_A + IPR_I2 + IPR_O + IPR_R + IPR_S)	lin	sd7_Compound_1_Obs	normal
Compound_1_Obs_8	Compound_1_Obs	scale8_Compound_1_Obs*(IPR_A + IPR_I2 + IPR_O + IPR_R + IPR_S)	lin	sd8_Compound_1_Obs	normal
Compound_2_Obs_1	Compound_2_Obs	scale1_Compound_2_Obs*(IPR_A + IPR_I1 + IPR_I2 + IPR_O + IPR_S)	lin	sd1_Compound_2_Obs	normal
Compound_2_Obs_2	Compound_2_Obs	scale2_Compound_2_Obs*(IPR_A + IPR_I1 + IPR_I2 + IPR_O + IPR_S)	lin	sd2_Compound_2_Obs	normal
Compound_2_Obs_3	Compound_2_Obs	scale3_Compound_2_Obs*(IPR_A + IPR_I1 + IPR_I2 + IPR_O + IPR_S)	lin	sd3_Compound_2_Obs	normal
Compound_2_Obs_4	Compound_2_Obs	scale4_Compound_2_Obs*(IPR_A + IPR_I1 + IPR_I2 + IPR_O + IPR_S)	lin	sd4_Compound_2_Obs	normal
Compound_2_Obs_5	Compound_2_Obs	scale5_Compound_2_Obs*(IPR_A + IPR_I1 + IPR_I2 + IPR_O + IPR_S)	lin	sd5_Compound_2_Obs	normal
Compound_2_Obs_6	Compound_2_Obs	scale6_Compound_2_Obs*(IPR_A + IPR_I1 + IPR_I2 + IPR_O + IPR_S)	lin	sd6_Compound_2_Obs	normal
Compound_2_Obs_7	Compound_2_Obs	scale7_Compound_2_Obs*(IPR_A + IPR_I1 + IPR_I2 + IPR_O + IPR_S)	lin	sd7_Compound_2_Obs	normal
Compound_2_Obs_8	Compound_2_Obs	scale8_Compound_2_Obs*(IPR_A + IPR_I1 + IPR_I2 + IPR_O + IPR_S)	lin	sd8_Compound_2_Obs	normal
