timepoint,Bac_Obs,cGlu_Obs,Ind_Obs
0,0.0120410503442555,1.00593230948658,2.78762587972249e-06
80,0.00207296491406981,NaN,NaN
150,0.0287042027795131,NaN,NaN
250,0.14383184977687,NaN,NaN
300,NaN,8.13916182183918,NaN
350,0.21950985369322,NaN,NaN
400,NaN,NaN,0.00644730190152306
450,0.390719985856159,NaN,NaN
550,0.635814133904126,NaN,NaN
600,NaN,9.31603278078708,NaN
650,1.05291286683042,NaN,NaN
800,1.3065697644043,NaN,0.00564626625062615
900,NaN,9.87450842346961,NaN
1000,1.59034482392927,9.66177213787053,0.00603614899781731
1500,1.56373283907732,7.58837775615253,0.00487756833526122
2000,NaN,9.38258311235527,0.0056295917994627
2500,NaN,8.58301419522655,0.00487943981489297
3000,NaN,7.89492804958512,NaN
3500,NaN,8.22677703055556,0.00419545258588365
4000,NaN,8.26426377495721,0.00375019983667729
5000,NaN,6.99708346677669,0.00326567946526138
5500,NaN,7.17212855221363,NaN
6000,NaN,NaN,0.00283474585395351
6500,NaN,6.23911906287356,NaN
7000,NaN,NaN,0.0032123984271501
7500,NaN,5.74470060013948,NaN
8000,NaN,NaN,0.00279527632495412
