timepoint,Bac_Obs,cGlu_Obs,Ind_Obs
0,0.00444387143005479,-0.203356573238452,-0.0340557035242899
350,-0.112182319763716,1.33103450241533,NaN
400,NaN,NaN,0.0512499031342129
700,0.136337230466437,3.98985574759032,NaN
850,NaN,NaN,0.382437160284541
1000,0.277632295209493,5.64307283950573,NaN
1500,0.607824775331085,6.48527743044395,1.91265710155526
2000,0.993380645820081,5.70739556397781,1.89345489002411
2500,1.19679351666493,4.22900486932441,1.52376163505758
3000,1.29834890003973,3.30449783455508,1.1510943408438
3500,NaN,3.25611381561781,0.828375451708552
4000,1.2695156403359,NaN,NaN
4500,1.15287603507758,2.29197206788633,0.47553223123136
5500,NaN,1.75665003110269,0.265072230019739
6000,1.2443483681318,NaN,NaN
6500,NaN,1.99775900416229,0.247082494778828
7000,1.11723308803926,NaN,NaN
8000,NaN,NaN,0.108002753851149
8500,1.22696306731935,NaN,NaN
