timepoint,Bac_Obs,cGlu_Obs,Ind_Obs
0,0.0384470721851768,-1.04323713014625,-2.31369677559593e-05
300,NaN,10.7377192589084,NaN
350,0.119939200674104,NaN,NaN
400,NaN,NaN,0.00618795779041964
600,NaN,11.2342541236493,NaN
750,0.439390854853044,NaN,NaN
850,NaN,NaN,0.00573544318836689
950,NaN,8.85411271557086,NaN
1000,0.487145604175804,NaN,NaN
1500,0.519328261259452,8.53717973477046,0.00552415007534376
2000,0.493670070417601,9.30781971934291,0.00509001633381058
2500,0.469314266763614,6.90213848425232,0.00438699831857978
3000,0.513777990982105,6.79699737135829,0.0042744349184438
3500,NaN,7.84317018487714,0.00438561681191787
4000,0.488289869213768,NaN,NaN
4500,NaN,7.69332249449832,0.00387948842111307
5000,0.509763024629654,7.11098625406952,0.0033549062236851
6000,0.528757741980656,5.67593811238973,0.00324825541518075
7000,0.515355621994742,6.29191654494734,NaN
7500,NaN,NaN,0.00305133605560099
8500,0.45769388499181,NaN,0.00270049350105528
