parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
CISEqc	CISEqc	log10	0.001	10000	263.026799189538	1	parameterScaleUniform	
CISEqcOE	CISEqcOE	log10	0.001	1000	0.404575891697443	1	parameterScaleUniform	
CISInh	CISInh	log10	0.001	1000000000000	741310241.300916	1	parameterScaleUniform	
CISRNADelay	CISRNADelay	log10	0.001	1000	0.287078058202469	1	parameterScaleUniform	
CISRNAEqc	CISRNAEqc	log10	0.001	1000	1	0	parameterScaleUniform	
CISRNATurn	CISRNATurn	log10	0.001	1000	660.693448007596	1	parameterScaleUniform	
CISTurn	CISTurn	log10	0.001	1000	0.0151356124843621	1	parameterScaleUniform	
EpoRActJAK2	EpoRActJAK2	log10	0.001	10000	0.276057785622035	1	parameterScaleUniform	
EpoRCISInh	EpoRCISInh	log10	0.001	1000000	977237.220955811	1	parameterScaleUniform	
EpoRCISRemove	EpoRCISRemove	log10	0.001	1000	6.32411851376219	1	parameterScaleUniform	
JAK2ActEpo	JAK2ActEpo	log10	0.001	1000000000	1071519.30523761	1	parameterScaleUniform	
JAK2EpoRDeaSHP1	JAK2EpoRDeaSHP1	log10	0.001	10000	165.958690743756	1	parameterScaleUniform	
SHP1ActEpoR	SHP1ActEpoR	log10	0.001	1000	0.00158489319246111	1	parameterScaleUniform	
SHP1Dea	SHP1Dea	log10	0.001	1000	0.00512861383991365	1	parameterScaleUniform	
SHP1ProOE	SHP1ProOE	log10	0.001	1000	2.12813904598271	1	parameterScaleUniform	
SOCS3Eqc	SOCS3Eqc	log10	0.001	1000	102.329299228075	1	parameterScaleUniform	
SOCS3EqcOE	SOCS3EqcOE	log10	0.001	1000	0.365594791613125	1	parameterScaleUniform	
SOCS3Inh	SOCS3Inh	log10	0.001	1000	8.09095899178382	1	parameterScaleUniform	
SOCS3RNADelay	SOCS3RNADelay	log10	0.001	1000	1.41253754462275	1	parameterScaleUniform	
SOCS3RNAEqc	SOCS3RNAEqc	log10	0.001	1000	1	0	parameterScaleUniform	
SOCS3RNATurn	SOCS3RNATurn	log10	0.001	1000	0.0109647819614319	1	parameterScaleUniform	
SOCS3Turn	SOCS3Turn	log10	0.001	63095.7344480193	12022.6443461741	1	parameterScaleUniform	
STAT5ActEpoR	STAT5ActEpoR	log10	0.001	1000	57.5439937337157	1	parameterScaleUniform	
STAT5ActJAK2	STAT5ActJAK2	log10	0.001	1000	0.091201083935591	1	parameterScaleUniform	
STAT5Exp	STAT5Exp	log10	0.001	1000	0.0512861383991365	1	parameterScaleUniform	
STAT5Imp	STAT5Imp	log10	0.001	1000	0.0173780082874938	1	parameterScaleUniform	
init_EpoRJAK2	init_EpoRJAK2	log10	0.001	1000	4.06443329165213	1	parameterScaleUniform	
init_SHP1	init_SHP1	log10	0.001	1000	13.8038426460288	1	parameterScaleUniform	
init_STAT5	init_STAT5	log10	0.001	1000	107.151930523761	1	parameterScaleUniform	
offset1_CISRNA_Obs	offset1_CISRNA_Obs	log10	1e-06	0.01	0.0001	1	parameterScaleUniform	
offset1_CISnRNA2_Obs	offset1_CISnRNA2_Obs	log10	0.01	100	1	1	parameterScaleUniform	
offset1_Compound_2_Obs	offset1_Compound_2_Obs	log10	0.001	10	0.1	1	parameterScaleUniform	
offset1_EpoRpJAK2_Obs	offset1_EpoRpJAK2_Obs	log10	1e-05	0.1	0.001	1	parameterScaleUniform	
offset1_SHP1_Obs	offset1_SHP1_Obs	log10	0.001	10	0.1	1	parameterScaleUniform	
offset1_SOCS3nRNA2_Obs	offset1_SOCS3nRNA2_Obs	log10	1e-08	0.0001	1e-06	1	parameterScaleUniform	
offset1_SOCS3nRNA3_Obs	offset1_SOCS3nRNA3_Obs	log10	1e-08	0.0001	1e-06	1	parameterScaleUniform	
offset1_SOCS3nRNA5_Obs	offset1_SOCS3nRNA5_Obs	log10	1e-08	0.0001	1e-06	1	parameterScaleUniform	
offset1_p1EpoRpJAK2_Obs	offset1_p1EpoRpJAK2_Obs	log10	1e-06	0.01	0.0001	1	parameterScaleUniform	
offset1_p2EpoRpJAK2_Obs	offset1_p2EpoRpJAK2_Obs	log10	1e-06	0.01	0.0001	1	parameterScaleUniform	
offset2_CISRNA_Obs	offset2_CISRNA_Obs	log10	1e-05	0.1	0.001	1	parameterScaleUniform	
offset2_CISnRNA2_Obs	offset2_CISnRNA2_Obs	log10	0.01	100	1	1	parameterScaleUniform	
offset2_EpoRpJAK2_Obs	offset2_EpoRpJAK2_Obs	log10	1e-05	0.1	0.001	1	parameterScaleUniform	
offset2_SHP1_Obs	offset2_SHP1_Obs	log10	0.001	10	0.1	1	parameterScaleUniform	
offset2_SOCS3nRNA2_Obs	offset2_SOCS3nRNA2_Obs	log10	1e-08	0.0001	1e-06	1	parameterScaleUniform	
offset2_SOCS3nRNA3_Obs	offset2_SOCS3nRNA3_Obs	log10	1e-08	0.0001	1e-06	1	parameterScaleUniform	
offset2_SOCS3nRNA5_Obs	offset2_SOCS3nRNA5_Obs	log10	1e-08	0.0001	1e-06	1	parameterScaleUniform	
offset2_p1EpoRpJAK2_Obs	offset2_p1EpoRpJAK2_Obs	log10	1e-06	0.01	0.0001	1	parameterScaleUniform	
offset2_p2EpoRpJAK2_Obs	offset2_p2EpoRpJAK2_Obs	log10	1e-06	0.01	0.0001	1	parameterScaleUniform	
offset3_CISnRNA2_Obs	offset3_CISnRNA2_Obs	log10	0.001	10	0.1	1	parameterScaleUniform	
offset3_SHP1_Obs	offset3_SHP1_Obs	log10	0.001	10	0.1	1	parameterScaleUniform	
offset3_SOCS3nRNA2_Obs	offset3_SOCS3nRNA2_Obs	log10	1e-08	0.0001	1e-06	1	parameterScaleUniform	
offset3_SOCS3nRNA5_Obs	offset3_SOCS3nRNA5_Obs	log10	1e-08	0.0001	1e-06	1	parameterScaleUniform	
offset3_p2EpoRpJAK2_Obs	offset3_p2EpoRpJAK2_Obs	log10	1e-06	0.01	0.0001	1	parameterScaleUniform	
offset4_CISnRNA2_Obs	offset4_CISnRNA2_Obs	log10	0.01	100	1	1	parameterScaleUniform	
offset4_SOCS3nRNA2_Obs	offset4_SOCS3nRNA2_Obs	log10	1e-08	0.0001	1e-06	1	parameterScaleUniform	
offset4_SOCS3nRNA5_Obs	offset4_SOCS3nRNA5_Obs	log10	1e-08	0.0001	1e-06	1	parameterScaleUniform	
offset5_CISnRNA2_Obs	offset5_CISnRNA2_Obs	log10	0.001	10	0.1	1	parameterScaleUniform	
offset5_SOCS3nRNA2_Obs	offset5_SOCS3nRNA2_Obs	log10	1e-07	0.001	1e-05	1	parameterScaleUniform	
offset5_SOCS3nRNA5_Obs	offset5_SOCS3nRNA5_Obs	log10	1e-07	0.001	1e-05	1	parameterScaleUniform	
scale1_CISRNA_Obs	scale1_CISRNA_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_CISnRNA2_Obs	scale1_CISnRNA2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_Compound_2_Obs	scale1_Compound_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_EpoRpJAK2_Obs	scale1_EpoRpJAK2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_SHP1_Obs	scale1_SHP1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_SOCS3nRNA2_Obs	scale1_SOCS3nRNA2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_SOCS3nRNA3_Obs	scale1_SOCS3nRNA3_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_SOCS3nRNA5_Obs	scale1_SOCS3nRNA5_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_p1EpoRpJAK2_Obs	scale1_p1EpoRpJAK2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_p2EpoRpJAK2_Obs	scale1_p2EpoRpJAK2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_CISRNA_Obs	scale2_CISRNA_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_CISnRNA2_Obs	scale2_CISnRNA2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_EpoRpJAK2_Obs	scale2_EpoRpJAK2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_SHP1_Obs	scale2_SHP1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_SOCS3nRNA2_Obs	scale2_SOCS3nRNA2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_SOCS3nRNA3_Obs	scale2_SOCS3nRNA3_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_SOCS3nRNA5_Obs	scale2_SOCS3nRNA5_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_p1EpoRpJAK2_Obs	scale2_p1EpoRpJAK2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_p2EpoRpJAK2_Obs	scale2_p2EpoRpJAK2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_CISnRNA2_Obs	scale3_CISnRNA2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_SHP1_Obs	scale3_SHP1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_SOCS3nRNA2_Obs	scale3_SOCS3nRNA2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_SOCS3nRNA5_Obs	scale3_SOCS3nRNA5_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_p2EpoRpJAK2_Obs	scale3_p2EpoRpJAK2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_CISnRNA2_Obs	scale4_CISnRNA2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_SOCS3nRNA2_Obs	scale4_SOCS3nRNA2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_SOCS3nRNA5_Obs	scale4_SOCS3nRNA5_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale5_CISnRNA2_Obs	scale5_CISnRNA2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale5_SOCS3nRNA2_Obs	scale5_SOCS3nRNA2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale5_SOCS3nRNA5_Obs	scale5_SOCS3nRNA5_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
sd1_CISRNA_Obs	sd1_CISRNA_Obs	log10	0.0001	10	0.0794511156618356	1	parameterScaleUniform	
sd1_CISnRNA2_Obs	sd1_CISnRNA2_Obs	log10	0.0001	10	0.082356901715361	1	parameterScaleUniform	
sd1_Compound_1_Obs	sd1_Compound_1_Obs	log10	0.0001	10	0.0767714953769028	1	parameterScaleUniform	
sd1_Compound_2_Obs	sd1_Compound_2_Obs	log10	0.0001	10	0.0788496917745377	1	parameterScaleUniform	
sd1_EpoRJAK2_CIS_Obs	sd1_EpoRJAK2_CIS_Obs	log10	0.0001	10	0.0757530284988408	1	parameterScaleUniform	
sd1_EpoRpJAK2_Obs	sd1_EpoRpJAK2_Obs	log10	0.0001	10	0.0796342693989909	1	parameterScaleUniform	
sd1_SHP1Act_Obs	sd1_SHP1Act_Obs	log10	0.0001	10	0.0772680585095702	1	parameterScaleUniform	
sd1_SHP1_Obs	sd1_SHP1_Obs	log10	0.0001	10	0.0800202677119333	1	parameterScaleUniform	
sd1_SOCS3nRNA2_Obs	sd1_SOCS3nRNA2_Obs	log10	0.0001	10	0.0773570678774939	1	parameterScaleUniform	
sd1_SOCS3nRNA3_Obs	sd1_SOCS3nRNA3_Obs	log10	0.0001	10	0.07504123968558	1	parameterScaleUniform	
sd1_SOCS3nRNA5_Obs	sd1_SOCS3nRNA5_Obs	log10	0.0001	10	0.0770371131697609	1	parameterScaleUniform	
sd1_p1EpoRpJAK2_Obs	sd1_p1EpoRpJAK2_Obs	log10	0.0001	10	0.0765772912341822	1	parameterScaleUniform	
sd1_p2EpoRpJAK2_Obs	sd1_p2EpoRpJAK2_Obs	log10	0.0001	10	0.0770193767609796	1	parameterScaleUniform	
sd2_CISRNA_Obs	sd2_CISRNA_Obs	log10	0.0001	10	0.0819785061237576	1	parameterScaleUniform	
sd2_CISnRNA2_Obs	sd2_CISnRNA2_Obs	log10	0.0001	10	0.0813766860778787	1	parameterScaleUniform	
sd2_Compound_1_Obs	sd2_Compound_1_Obs	log10	0.0001	10	0.0800940030533287	1	parameterScaleUniform	
sd2_EpoRpJAK2_Obs	sd2_EpoRpJAK2_Obs	log10	0.0001	10	0.0788315380521558	1	parameterScaleUniform	
sd2_SHP1Act_Obs	sd2_SHP1Act_Obs	log10	0.0001	10	0.076700818769351	1	parameterScaleUniform	
sd2_SHP1_Obs	sd2_SHP1_Obs	log10	0.0001	10	0.077090346906443	1	parameterScaleUniform	
sd2_SOCS3nRNA2_Obs	sd2_SOCS3nRNA2_Obs	log10	0.0001	10	0.0815642787132787	1	parameterScaleUniform	
sd2_SOCS3nRNA3_Obs	sd2_SOCS3nRNA3_Obs	log10	0.0001	10	0.0765596606911256	1	parameterScaleUniform	
sd2_SOCS3nRNA5_Obs	sd2_SOCS3nRNA5_Obs	log10	0.0001	10	0.0811895248935675	1	parameterScaleUniform	
sd2_p1EpoRpJAK2_Obs	sd2_p1EpoRpJAK2_Obs	log10	0.0001	10	0.077090346906443	1	parameterScaleUniform	
sd2_p2EpoRpJAK2_Obs	sd2_p2EpoRpJAK2_Obs	log10	0.0001	10	0.0747136579828431	1	parameterScaleUniform	
sd3_CISnRNA2_Obs	sd3_CISnRNA2_Obs	log10	0.0001	10	0.078777101958568	1	parameterScaleUniform	
sd3_Compound_1_Obs	sd3_Compound_1_Obs	log10	0.0001	10	0.0774461797802519	1	parameterScaleUniform	
sd3_SHP1Act_Obs	sd3_SHP1Act_Obs	log10	0.0001	10	0.0785054848237997	1	parameterScaleUniform	
sd3_SHP1_Obs	sd3_SHP1_Obs	log10	0.0001	10	0.077642587471211	1	parameterScaleUniform	
sd3_SOCS3nRNA2_Obs	sd3_SOCS3nRNA2_Obs	log10	0.0001	10	0.0788496917745377	1	parameterScaleUniform	
sd3_SOCS3nRNA5_Obs	sd3_SOCS3nRNA5_Obs	log10	0.0001	10	0.0741139567960076	1	parameterScaleUniform	
sd3_p2EpoRpJAK2_Obs	sd3_p2EpoRpJAK2_Obs	log10	0.0001	10	0.0826989508567932	1	parameterScaleUniform	
sd4_CISnRNA2_Obs	sd4_CISnRNA2_Obs	log10	0.0001	10	0.0847227414140596	1	parameterScaleUniform	
sd4_SHP1Act_Obs	sd4_SHP1Act_Obs	log10	0.0001	10	0.081865326831557	1	parameterScaleUniform	
sd4_SOCS3nRNA2_Obs	sd4_SOCS3nRNA2_Obs	log10	0.0001	10	0.0796892978074246	1	parameterScaleUniform	
sd4_SOCS3nRNA5_Obs	sd4_SOCS3nRNA5_Obs	log10	0.0001	10	0.0810587682464737	1	parameterScaleUniform	
