t,epo_level,PTP_Obs,CIS_Obs
31,6.6667e-07,14.5053370495057,0.344095244630274
31,6.6667e-07,14.8065429137203,0.362291920990289
31,1.3333e-06,14.4546836097772,0.3611571944991
31,1.3333e-06,14.7660856496124,0.359498316774597
31,2.6667e-06,14.5883808966365,0.36107782252228
31,2.6667e-06,14.9684901683134,0.355373982500511
31,5.3333e-06,14.9756082377207,0.340475839513637
31,5.3333e-06,15.251659136027,0.359415627523651
31,1.0667e-05,14.2635945570858,0.357511840814959
31,1.0667e-05,14.6051638979541,0.354637633892626
31,2.1333e-05,14.5113719230444,0.352410279237229
31,2.1333e-05,15.1349894232042,0.359085439536722
31,4.2667e-05,14.6051320467178,0.354508746637607
31,4.2667e-05,15.0701621340228,0.364404631974957
