t,epo_level,CISHnRNA3_Obs,CISHRNA_Obs,SOCS3RNA_Obs
18,0,0.000419159098532997,0.000887411451080153,0.00545639838793014
18,0,0.000444701590003859,0.000863096078161787,0.00545057027606271
18,4.2857e-08,0.000460980644198672,0.000881628778690544,0.00556499337894861
18,4.2857e-08,0.00047466738643177,0.000868954065780132,0.00504352384544931
18,1.4286e-07,0.000449141634036248,0.000835006477293439,0.00543606239567718
18,1.4286e-07,0.000453453796144112,0.00084036274919902,0.00550297242206249
18,4.2857e-07,0.000478664847149502,0.000827065479596744,0.00546217520743887
18,4.2857e-07,0.000527126291624461,0.000827935766103624,0.00558393571513387
18,1.4286e-06,0.000739661598436524,0.000852697265408549,0.0095668850724672
18,1.4286e-06,0.000797786904403535,0.000905991599498868,0.00923616872456484
18,4.2857e-06,0.00105394519997738,0.000860326312939085,0.0146307551735674
18,4.2857e-06,0.00111931065184168,0.000849427804436264,0.0149908608111082
18,1.4286e-05,0.00130470031800496,0.000848540784494381,0.0169205780227634
18,1.4286e-05,0.00134262157907044,0.000851136763341891,0.0175806721799902
18,4.2857e-05,0.00146648350404844,0.000852737040147111,0.0181149260350376
18,4.2857e-05,0.00147528556204178,0.000846610948247516,0.0181662814276627
