t,Reelin_input,SFK_Obs,Compound_1_Obs
20,0,0.00238048069580707,0.526642603035155
20,0.00012207,0.00243070532304969,3.13184718986124
20,0.00024414,0.00141518781021093,1.67163930848095
20,0.00048828,0.00124263880422689,0.861347081125845
20,0.00097656,0.00254297029409757,0.895538940764875
20,0.0019531,0.00408706156754023,0.740602623853576
20,0.0039062,0.00195993512087496,1.51129907497265
20,0.0078125,0.00156278759945704,1.44926811662466
20,0.015625,0.00114225271604372,0.896650413957734
20,0.03125,0.00072173598093135,1.63713861495169
20,0.125,0.000968584490869151,0.554773161761206
20,0.25,0.000529487290195872,0.693230484614665
20,0.5,0.000448736666488719,1.66828891252308
20,1,0.00101665571736696,0.785360508456534
