t,epo_level,EpoRJAK2_Obs,p12EpoRpJAK2_Obs,Compound_2_Obs,Compound_5_Obs
7,2.5e-09,5.52515264542099,0.0205835945677509,-0.00306809474818896,4.30563788882501
7,2.5e-09,5.56153756170765,-0.18813081070829,0.00824018093791104,23.6073083617947
7,2.5e-09,5.97596257183231,0.4181010567152,0.0154230721541137,-33.260060504525
7,2.5e-08,4.60139327076272,0.221885233844105,0.0473518966985846,53.1977053395777
7,2.5e-08,4.8674601771274,0.397180320063667,0.0359853392679031,24.7818701687219
7,2.5e-08,5.7451931070864,0.421245144964878,0.00569620177618005,5.71363481983048
7,2.5e-07,1.47965704817882,2.2334948566941,0.0922290880806211,195.925354830336
7,2.5e-07,1.81517858088953,2.26786749733221,0.117011894911958,237.987807626444
7,2.5e-07,2.22888511401795,2.13025196819104,0.0956786489061615,187.046359175458
7,2.5e-06,0.340038024526817,2.65281738553852,0.200864141325914,338.557723347867
7,2.5e-06,0.526376335255649,2.71141047438303,0.16246764503534,351.740909039057
7,2.5e-06,0.67416559350764,2.58775365457501,0.178109476651787,349.474447112507
7,2.5e-05,-0.133750091218824,2.56619093780758,0.26305681177181,429.237250442753
7,2.5e-05,0.0653175206304559,2.73949445964534,0.261167470092666,416.706862684139
7,2.5e-05,0.717473132985176,2.53142642264912,0.241470903149039,418.50258976409
