t,epo_level,EpoRpJAK2_Obs,npSTAT5_Obs,Compound_4_Obs,Compound_7_Obs
10,0,0.000687033478200945,0.000135182679793551,0.0126617668571736,1.18538325464345
10,0,0.000992966397508154,0.000175252638937457,0.00969833633804556,2.62723182855984
10,4.2857e-08,0.00583059501293456,0.00096117017053853,0.0386548346525635,1.14355871989564
10,4.2857e-08,0.0301772481548156,0.000908355728543765,0.033426761821859,1.22034883741035
10,1.4286e-07,0.0938209460646387,0.00338129755813805,0.309997610037451,5.03308495394161
10,1.4286e-07,0.106954986899291,0.00257547649414299,0.140327056414189,0.708884940257575
10,4.2857e-07,0.0820679052344033,0.0048010835740863,0.42574820762766,2.57952456758723
10,4.2857e-07,0.143500686102242,0.0194623166048094,0.291708197074589,1.31391767268028
10,1.4286e-06,0.450293444524583,0.061372001655169,0.950182066405334,2.65314088865579
10,1.4286e-06,0.470021873110677,0.0757326245225143,0.590733904007523,3.25466221868122
10,4.2857e-06,0.534919093872822,0.270787033027632,1.37082581286999,3.15060862651669
10,4.2857e-06,0.545557027157509,0.111887631940247,1.32630860375391,1.13642141107893
10,1.4286e-05,0.78038949009625,0.124691211777222,2.03960538210701,2.52282765974002
10,1.4286e-05,1.33111615637487,0.11824504737754,3.30874694917234,2.28021449333674
10,4.2857e-05,0.696504436341908,0.197850693379061,2.18249457061158,2.90052930304606
10,4.2857e-05,1.20388385182311,0.22358091180313,3.22008249081629,1.30812044327384
