t,input_il6,nSOCS3RNA1_Obs
52,0.1,-0.00123982681437929
52,0.1,0.000542388178747689
52,0.5,-0.00132204022300864
52,0.5,-0.000599095217830921
52,1,-3.78339946414609e-05
52,1,0.000301216396116187
52,2.5,-0.000804099341846048
52,2.5,0.000204174012528345
52,5,-0.00128900701854178
52,5,0.000197301461291794
52,10,-0.000618881427299298
52,10,0.000408812335879215
52,25,0.00628459473897096
52,25,0.00835938500421091
52,50,0.0360633839849892
52,50,0.0364691371035174
52,100,0.062082193138606
52,100,0.0637977665517103
52,500,0.00635747710015563
52,500,0.00690405973992368
