t,input_il6,nSOCS3RNA2_Obs
36,0,-0.00533249567564769
36,0,0.00969029022165582
36,0.5,-0.00372540660723814
36,0.5,-0.00311275326138224
36,1,-1.15957692235608e-05
36,1,0.00110147733286221
36,2.5,0.00467887931997357
36,2.5,0.0127809948886408
36,5,-0.00574298520492772
36,5,0.0103109394948375
36,10,0.00428818390240007
36,10,0.0108296583265523
36,25,0.0518677752913631
36,25,0.0522108259259319
36,50,0.131967265171998
36,50,0.153127460317985
36,100,0.217089759272329
36,100,0.226061743366739
36,500,0.220715583510046
36,500,0.227544022352167
