t,input_il6,nSOCS3RNA2_Obs
2400,0.1,-0.00101217317697996
2400,0.1,0.00252597650036846
2400,0.5,0.00131456296224126
2400,0.5,0.010542557615786
2400,1,0.00758114813157906
2400,1,-0.000284410604786079
2400,2.5,0.0304758429311029
2400,2.5,0.030028505462948
2400,5,0.0788616531864674
2400,5,0.0851469206094593
2400,10,0.0145629483376487
2400,10,0.00490798395276687
2400,25,0.0413972500479678
2400,25,0.0405441773986626
2400,50,0.0176741609597571
2400,50,0.0193366246819953
2400,100,0.0699150066913987
2400,100,0.0657897552517811
2400,500,0.114213054960383
2400,500,0.114089693221338
