t,input_il6,STAT3_Obs
190,0.1,15.1922095959024
190,0.1,16.3810898314068
190,0.5,13.6313220531885
190,0.5,15.8968139260969
190,1,16.0129935240735
190,1,16.3877233575604
190,2.5,14.1705045961357
190,2.5,17.5210367301544
190,5,14.1024962766617
190,5,15.6293684801528
190,10,11.2882178578254
190,10,13.6441795882333
190,25,14.0980916051465
190,25,14.1555810647795
190,50,14.6299684759603
190,50,17.1649344025462
190,100,9.61855972591137
190,100,14.6240110080256
190,500,12.3706611084369
190,500,12.8009644880854
