t,input_il6,nSOCS3RNA2_Obs
2600,0.1,-0.00431646945318048
2600,0.1,0.00594389866880109
2600,0.5,-0.00136421787215311
2600,0.5,0.00508979033831532
2600,1,0.00358236378491533
2600,1,0.00272740916482385
2600,2.5,0.0256742488855032
2600,2.5,0.0188004471624694
2600,5,0.0860405308738545
2600,5,0.0808994101748775
2600,10,0.0102375531439784
2600,10,0.00532002426058813
2600,25,0.0456982725623087
2600,25,0.0410255746387538
2600,50,0.0107463329588028
2600,50,0.0170594998450777
2600,100,0.0567269596004926
2600,100,0.0669884702507523
2600,500,0.106419134669763
2600,500,0.105022823545098
