observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
ERK_Obs_1	ERK_Obs	offset1_ERK_Obs + ERK*scale1_ERK_Obs	log10	sd1_ERK_Obs	normal
ERK_Obs_2	ERK_Obs	offset2_ERK_Obs + ERK*scale2_ERK_Obs	log10	sd2_ERK_Obs	normal
ERK_Obs_3	ERK_Obs	offset3_ERK_Obs + ERK*scale3_ERK_Obs	log10	sd3_ERK_Obs	normal
MEK_Obs_1	MEK_Obs	MEK	log10	sd1_MEK_Obs	normal
MEK_Obs_2	MEK_Obs	MEK	log10	sd2_MEK_Obs	normal
MEK_Obs_3	MEK_Obs	MEK	log10	sd3_MEK_Obs	normal
RAF_Obs_1	RAF_Obs	offset1_RAF_Obs + RAF*scale1_RAF_Obs	log10	sd1_RAF_Obs	normal
RAF_Obs_2	RAF_Obs	offset2_RAF_Obs + RAF*scale2_RAF_Obs	log10	sd2_RAF_Obs	normal
RAF_Obs_3	RAF_Obs	offset3_RAF_Obs + RAF*scale3_RAF_Obs	log10	sd3_RAF_Obs	normal
pERK_Obs_1	pERK_Obs	offset1_pERK_Obs + pERK*scale1_pERK_Obs	log10	sd1_pERK_Obs	normal
pERK_Obs_2	pERK_Obs	offset2_pERK_Obs + pERK*scale2_pERK_Obs	log10	sd2_pERK_Obs	normal
pERK_Obs_3	pERK_Obs	offset3_pERK_Obs + pERK*scale3_pERK_Obs	log10	sd3_pERK_Obs	normal
pMEK_Obs_1	pMEK_Obs	offset1_pMEK_Obs + pMEK*scale1_pMEK_Obs	log10	sd1_pMEK_Obs	normal
pMEK_Obs_2	pMEK_Obs	offset2_pMEK_Obs + pMEK*scale2_pMEK_Obs	log10	sd2_pMEK_Obs	normal
pMEK_Obs_3	pMEK_Obs	offset3_pMEK_Obs + pMEK*scale3_pMEK_Obs	log10	sd3_pMEK_Obs	normal
