t,input_il6,nSOCS3RNA3_Obs
39,0,0.0290922211488478
39,0,0.0223797124529986
39,0,0.102684358228596
39,0,0.0330343931265861
39,0,0.0323055352094084
39,0,-0.053092867792777
39,0.0005,-0.0506129490757324
39,0.0005,0.0236906434623132
39,0.005,-0.0152930201855983
39,0.005,0.0014119264115103
39,0.05,0.0813118405664842
39,0.05,0.0250943546909292
39,0.05,0.0367494956135322
39,0.05,-0.00269139306298948
39,0.1,0.0163401276581404
39,0.1,0.0636962736121464
39,0.1,0.0344285117958887
39,0.1,-0.00901597518702356
39,0.1,0.00952597678152198
39,0.1,0.0680705025648632
39,0.1,0.046958193992761
39,0.1,0.0423833410414066
39,0.5,0.0912255557664064
39,0.5,0.0239261154181228
39,0.5,-0.0219726547906188
39,0.5,0.0642005644777208
39,0.5,0.00366156645621664
39,0.5,0.0742694151365883
39,1,0.0880062794382585
39,1,0.0252762814970916
39,1,0.0881548336595161
39,1,0.0876512349204632
39,1,0.0472343804650914
39,1,0.0213256488429095
39,2.5,0.367701878573709
39,2.5,0.344506742208801
39,2.5,0.313038554049963
39,2.5,0.35779825108895
39,2.5,0.382399526519707
39,2.5,0.354483964987826
39,5,0.721077426128439
39,5,0.710527415699735
39,5,0.731088990292184
39,5,0.698799687282817
39,5,0.101189866871059
39,5,0.11544749761645
39,10,0.102578799630734
39,10,0.101881227692921
39,10,0.11431290924259
39,10,0.10536875935847
39,10,0.843373734823034
39,10,0.804498786950349
39,25,0.544769951472477
39,25,0.506245466410605
39,25,0.510605907166931
39,25,0.551410450932188
39,25,0.528115393762245
39,25,0.512662035460857
39,25,0.561643892463474
39,25,0.499492684149275
39,50,0.217886193165785
39,50,0.256010599815882
39,50,0.215355877114686
39,50,0.254701023965284
39,50,0.252479799757372
39,50,0.228832900732399
39,100,0.605749739105702
39,100,0.575685861648488
39,100,0.570502998980291
39,100,0.598894354227654
39,200,0.592064917536531
39,200,0.604940074780489
39,500,0.835254454378956
39,500,0.823115100518045
39,500,0.808184780642666
39,500,0.881701319024749
39,500,0.857281622594773
39,500,0.837258399125907
