t,input_il6,Compound_1_Obs
1700,0.1,21.911403270962
1700,0.1,25.0947097445209
1700,0.5,22.008271498825
1700,0.5,28.5939938979872
1700,1,20.1803967262685
1700,1,25.5435997525013
1700,2.5,27.8956802788922
1700,2.5,30.1734227832747
1700,5,33.8840388083737
1700,5,38.4489335054943
1700,10,24.7009164548639
1700,10,23.9239258466174
1700,25,27.4837042174478
1700,25,33.6068894931915
1700,50,29.7883637637574
1700,50,22.898912225216
1700,100,31.6685016937868
1700,100,37.7574865501911
1700,500,44.806216863344
1700,500,48.4785833768726
