t,input_il6,Compound_2_Obs
26,0.1,37.6280096170339
26,0.1,41.3462427693737
26,0.1,42.3707283361004
26,0.1,48.1847056622368
26,1,42.301673638597
26,1,42.7232205669255
26,1,45.0566613698665
26,1,50.4789837051525
26,5,44.7112362256812
26,5,51.8540036813448
26,5,52.3919981896412
26,5,64.3209187330096
26,10,28.6123426739427
26,10,39.6158480508307
26,10,56.529905702435
26,10,59.3453587646459
26,50,60.3754476812288
26,50,64.8767524628673
26,50,73.0530789959735
26,50,83.7861671472745
26,100,72.3100592857285
26,100,75.9676992130194
26,100,80.8234684800849
26,100,89.7883346057611
26,500,121.505798735202
26,500,130.616218292286
26,500,138.46661656217
26,500,139.142619707478
