t,input_il6,nSOCS3RNA3_Obs,Compound_1_Obs,Compound_2_Obs
0,2.5,0.0211400118242466,24.8615863501218,43.5045434155933
0,2.5,0.0216221513604765,28.1716844268443,39.8279544584274
0,2.5,0.022465735227308,24.6071655795862,48.4956154166174
0,2.5,0.0228923364071477,22.8372294449662,49.0767143695296
0,2.5,0.0265303597205786,26.8859168590514,49.9118544744828
0,10,0.0191665700420842,23.5191126667944,51.5611058838218
0,10,0.0226527527462668,21.68216171289,48.2345653298687
0,10,0.0254254459419417,26.1617814909786,40.7727286140419
0,10,0.0257316372378554,21.1882747732195,51.8659620796626
0,10,0.0273189881000159,23.5626984744925,37.7836215199904
0,60,0.0183636558870861,24.0544173117889,42.34293519119
0,60,0.0211194337672003,25.7191487129258,46.1081570719922
0,60,0.0212308991490815,24.1218582627096,44.7373328999441
0,60,0.0259961168505887,26.2068061462535,46.245350103197
0,60,0.0294577076857962,31.0492183115007,53.1423926335077
0,120,0.0245289209329167,24.3065795853059,55.4945853445604
0,120,0.025389218370063,23.4089584021663,44.5157747730522
0,120,0.0273454523472256,22.9553167050952,44.0306266125944
0,120,0.0278661094610208,22.7781128310951,50.2735898537997
0,120,0.0299300066556196,24.1609210452293,52.21067242476
