t,input_il6,nSOCS3RNA4_Obs
71,0.1,0.00239256810812296
71,0.1,0.00203044321737305
71,0.5,0.00286552843505203
71,0.5,-5.35596166174079e-05
71,1,0.00636004280390474
71,1,-0.000872993436739427
71,2.5,0.0119308646462243
71,2.5,0.0163281099688919
71,5,0.0735992900011636
71,5,0.0800533938935595
71,10,-4.72872139435304e-05
71,10,0.00230679698868723
71,25,0.0458571005718524
71,25,0.0498405771028465
71,50,0.00332867025504304
71,50,0.00564291663880021
71,100,0.0870807241296496
71,100,0.0827473122704539
71,500,0.005937444005355
71,500,0.00823407652774584
