t,input_il6,Compound_1_Obs
1500,0.1,20.8311811412399
1500,0.1,24.2881499792526
1500,0.5,23.4735048748495
1500,0.5,23.9826075834572
1500,1,23.7638966744827
1500,1,26.7381526621686
1500,2.5,16.6247959022112
1500,2.5,21.6797460564981
1500,5,28.7902704661057
1500,5,29.1527177803163
1500,10,21.247019891347
1500,10,29.0753929667018
1500,25,28.1906668381718
1500,25,32.1797346790197
1500,50,28.5232203378261
1500,50,30.5366977510087
1500,100,29.6262000683729
1500,100,35.0242453741375
1500,500,37.7674932562919
1500,500,39.182709914145
