t,input_il6,nSOCS3RNA3_Obs
460,0.1,0.00324477510618786
460,0.1,0.00534979516147136
460,0.5,-0.0104281317413973
460,0.5,-0.00148386442468424
460,1,-0.00173586044457212
460,1,0.00611872314454938
460,2.5,0.0102794157286223
460,2.5,0.0107602986455822
460,5,0.00590894748459033
460,5,0.0215314063182528
460,10,0.0214404595316517
460,10,0.0268744505644406
460,25,0.0518642632123969
460,25,0.0527444069199582
460,50,0.086476437586008
460,50,0.0890634175854277
460,100,0.138597884144096
460,100,0.140929482055323
460,500,0.26890891129272
460,500,0.275966610986605
