t,input_il6,nSOCS3RNA4_Obs
35,0,-0.028511342203798
35,0,0.0119957610774307
35,0.5,0.00827141427146277
35,0.5,0.0330223717796672
35,1,-0.063692748048405
35,1,0.0282068642084536
35,2.5,-0.0208219422779405
35,2.5,0.0413952470110554
35,5,-0.0353869594751497
35,5,0.0320903898281358
35,10,-0.00246280656708853
35,10,0.0808545563643673
35,25,0.172177734257798
35,25,0.194289950678677
35,50,0.464966054585434
35,50,0.466984453882947
35,100,0.845424808233806
35,100,0.990890866918716
35,500,1.8547856355575
35,500,1.88910934512232
