t,input_il6,pJAK1_pgp130_Obs,nSOCS3RNA4_Obs
27,0,0.00181142762342631,0.129313544699026
27,0,0.0013343984410268,0.128125623933725
27,5,0.00666404331444698,3.74742068018752
27,5,0.00726082959220348,4.0592074638075
27,10,1.00887765731082e-05,75.6665950522262
27,10,9.24006693812437e-06,76.2154315769751
27,20,0.00155150108972848,10.3993126583145
27,20,0.00125596464159365,8.51262034191105
27,40,1.67462320496118e-05,29.5727748798892
27,40,1.56366534027515e-05,28.0883061424075
27,80,0.00718018732586254,1.28411554849811
27,80,0.00696444081279644,1.34391708104652
27,120,8.82064680785258e-06,54.1751999812401
27,120,1.1193057788146e-05,45.628454738058
