t,input_il6,pJAK1_gp130_Obs,nSOCS3RNA2_Obs,nSOCS3RNA5_Obs
45,0,0.000189231607783104,0.0329685738026601,0.0336879974229999
45,0,0.00021037694370099,0.0311324754015191,0.0298270963277907
45,0,0.000270245407718481,0.0354315493688512,0.0355207404046429
45,0,0.000211409532293601,0.0298089252295684,0.035644073209902
45,0,0.000212259001951595,0.0343464861346232,0.0345245069605708
45,0,0.000183427407862111,0.0338764745531671,0.0425300946926526
45,0,0.000255110760909459,0.0364746635591595,0.0360236581582812
45,0,0.000234813823205864,0.0302914169826414,0.0331169514776262
45,0.0005,0.00021531614287961,0.0358612849764134,0.0397843345868165
45,0.0005,0.000216071428771404,0.0303353262165579,0.029996955810985
45,0.0005,0.000185870096312561,0.0336011668035061,0.0405164847898929
45,0.0005,0.000206410085051604,0.0398378785187932,0.0376889318558942
45,0.0005,0.000186805858178396,0.0388826955055498,0.0334938041287049
45,0.0005,0.000196405929255109,0.0356756955546291,0.0409207013868218
45,0.005,0.000156759106620555,0.0384800794337345,0.0287445954883561
45,0.005,0.000274725743916929,0.0378127514746206,0.0383401363300971
45,0.005,0.000208727981276307,0.0405900384913847,0.0288134418602633
45,0.005,0.00018445683732411,0.0337730807805848,0.0341615828716951
45,0.005,0.000210153364109794,0.0312415481107586,0.0343872003985126
45,0.005,0.000197340961655819,0.0338901786411185,0.0318526861387275
45,0.005,0.000203349532644864,0.0313398786392594,0.0366946130904192
45,0.005,0.000249198285013021,0.0357101324304112,0.0360820648828907
45,0.05,0.000217890943631537,0.0345103685801332,0.0396789552675719
45,0.05,0.000214165440602001,0.0394294704463331,0.038121982622573
45,0.05,0.00021133884313616,0.0345836782242349,0.0407086273318688
45,0.05,0.000217348973364487,0.0330669948399656,0.0400364131389637
45,0.05,0.000196112028602557,0.0376721356956319,0.0414402713197667
45,0.05,0.000219701813395914,0.0473749087398826,0.0368529897285615
45,0.05,0.000208444929967247,0.0416007364044565,0.0379029186638441
45,0.05,0.000239581786520176,0.0357647314691258,0.0399181217350088
45,0.1,0.000257669218623902,0.0474278903320383,0.047521174929705
45,0.1,0.000285265788078017,0.0420907235286073,0.046139446785739
45,0.5,0.000335843755080776,0.0780983825652274,0.100596239381848
45,0.5,0.000326946441868759,0.0879409557623999,0.0717757421167655
45,0.5,0.000282579582939964,0.0785103053670284,0.0796903566172241
45,0.5,0.000262829975888708,0.0860338558095937,0.075128997233096
45,0.5,0.000313047223783379,0.0938528139951916,0.089740130590558
45,0.5,0.000312498464400904,0.0920670455713887,0.0742721958390698
45,1,0.000469352471219028,0.12630264511888,0.176085951215059
45,1,0.000369681364005059,0.115055691985746,0.16195797242107
45,1,0.000359738270944173,0.105704568462728,0.187274255218879
45,1,0.00032312454468953,0.121216809988784,0.185820342263855
45,2.5,4.30281447379585e-05,0.116851694637084,1.81994912338714
45,2.5,3.71753522965934e-05,0.168175738339016,1.33142263458146
45,2.5,4.00379628083457e-05,0.151309516122355,1.56365061640462
45,2.5,4.30694906642027e-05,0.131101444702191,1.95285553872747
45,2.5,8.95158291463401e-06,0.618470642421173,12.9955821564636
45,2.5,8.00848505876913e-06,0.568515888818777,18.55197289305
45,2.5,9.11443619035193e-06,0.544610813948623,14.9431046952928
45,2.5,1.04166205632034e-05,0.668923583807979,15.8323340476695
45,5,9.93770167480731e-06,0.6772958192161,15.7443187247769
45,5,9.56032062271943e-06,0.621358967729119,14.9698823736224
45,10,9.53564379428948e-06,0.630268162567585,16.468346984289
45,10,9.05908819551925e-06,0.696584956265448,16.5297372785512
45,10,0.000528775614509658,0.129296080107267,0.343234315820934
45,10,0.000413478016430987,0.217077588626695,0.40086381426637
45,25,0.000468055672064077,0.153375548960703,0.448845602403079
45,25,0.000426199811453019,0.147789101070064,0.463324240054943
45,50,0.000483559259787411,0.157898440455352,0.478905931781758
45,50,0.000341355351925632,0.16048669648561,0.466429508668062
45,100,0.000419859647477992,0.150785325127122,0.371153367486366
45,100,0.000381228108008172,0.179144661441604,0.371339047661494
45,100,6.69302947249209e-06,0.826728256068365,21.1330535364871
45,100,7.3540254859593e-06,0.681652088937312,24.5619646738785
45,100,7.75175404911375e-06,0.804918915378562,26.2652522244155
45,100,7.27790047123457e-06,0.788455645055383,21.7419552967335
45,100,2.17425941851084e-05,0.270680270918239,4.05760588614668
45,100,1.90860251088648e-05,0.248167374179848,4.43807308470499
45,200,0.000225781106363319,0.100077987092179,0.670587067693845
45,200,0.000203491747713122,0.110080437076877,0.978429693517315
45,200,1.18136567044641e-05,0.361764484327229,7.55331595051143
45,200,1.13033887104005e-05,0.364532911469056,8.07024712063843
45,500,8.35273262004439e-06,1.15676122694899,33.4032085473071
45,500,7.30896707986937e-06,1.14990033185049,27.0924181782363
45,500,8.59468921136193e-06,1.01057884991351,29.7989574504282
45,500,9.9401338640518e-06,0.892268820906068,32.1499578308482
45,500,6.79442955569071e-06,1.31252935684885,35.5899214744665
45,500,7.64897065840531e-06,0.957928909773971,29.9815940194237
