t,input_il6,JAK1_gp130_Obs,pJAK1_pgp130_Obs,nSOCS3RNA1_Obs,nSOCS3RNA3_Obs,nSOCS3RNA4_Obs,SOCS3RNA_Obs
12,5,0.384549586554751,0.00696488419031621,0.927878745886516,0.180550919686301,0.112156396983959,0.00157955846911227
12,5,0.396827465876371,0.00655774614572241,0.85270277558458,0.145623541026964,0.0876999828655273,0.00187630703923912
12,5,0.427494732839571,0.00794048083947986,0.823314913737976,0.182986080993721,0.0974427146737907,0.00176576795184199
12,5,0.493457717742299,0.00612022947188791,0.759133660785154,0.172333784766231,0.103715720321013,0.00175619700313117
12,20,0.331528751302163,0.025185903232965,13.0297331584721,2.45369420925894,0.920189724002992,0.00413576807871122
12,20,0.378626662113194,0.0240568689298145,15.1149929571601,2.41079214186929,0.817798800027259,0.00428999094183891
12,20,0.387669008722025,0.0242242099648535,13.5484235326319,2.23670052912966,0.888712645133225,0.00368164729604092
12,20,0.414338204932115,0.020757348393151,12.6437365948806,3.03444382446056,0.821220756081091,0.00450172215722408
12,40,0.34162317340478,0.0349699275590395,46.3760313944646,9.79842198502974,3.72033612431565,0.014663670723239
12,40,0.347448143177915,0.0438098035691615,43.3251463764483,8.26138532426237,2.95115535359394,0.0129458628866053
12,40,0.388220552999876,0.0444066757968028,45.3792246545845,8.75562474964155,4.89889736813673,0.0126011979999732
12,40,0.446629751831157,0.039932933285545,46.7444789983474,8.47304948977155,3.49426645740917,0.00985640142571595
12,90,0.229859270961764,0.0810345022431268,130.812267812813,43.0006481231327,16.6683334549177,0.059108097271605
12,90,0.252439972684913,0.0899217094528035,134.106411418724,44.7198773921234,15.6920050769779,0.0561079069818855
12,90,0.262001722560287,0.0727936513350808,160.317807397006,36.5506773960018,13.6430105788023,0.0617634728817301
12,90,0.301747830333924,0.0682346466820351,128.593018656782,38.2546946957889,15.9981643377355,0.0561477844522753
