t,Compound_2_Obs,Compound_3_Obs,Compound_5_Obs,Compound_7_Obs
0,0.3525630126668,0.929305319852519,0.0150240690481684,0.373416806409463
9.5,NaN,1.08289342038836,NaN,NaN
10,0.359281312242999,NaN,NaN,NaN
15,NaN,NaN,NaN,0.39347826205238
20,0.043638774188112,0.869824940875391,-0.00139165545481159,NaN
25,NaN,NaN,NaN,0.44320413970811
30,NaN,0.931567359059687,NaN,NaN
35,0.401499520158035,NaN,0.00237115240640844,NaN
40,NaN,1.17112270551645,NaN,0.420695242432584
50,0.332540698885137,NaN,NaN,NaN
55,NaN,0.887884989748564,0.0101787536593824,0.389070578866373
65,3.8809289132396,1.10998909055417,NaN,NaN
75,NaN,NaN,0.256048735624622,0.657767047490708
80,NaN,1.11264144864128,NaN,NaN
90,3.87188011505693,NaN,NaN,0.758930249026778
95,NaN,NaN,0.233141171160949,NaN
100,NaN,1.04849417597224,0.262443385363967,0.766943278607588
150,NaN,1.22562853491302,0.234531449000861,0.865880911659947
200,NaN,NaN,0.247642941373018,0.698673607378036
250,NaN,NaN,0.262405002989204,0.734304190950174
300,NaN,NaN,0.243658509662649,NaN
350,NaN,NaN,0.265488460902693,NaN
450,NaN,NaN,0.265922792089162,NaN
