t,Compound_2_Obs,Compound_3_Obs,Compound_5_Obs,Compound_7_Obs
0,0.224642944019254,1.05587703314902,-0.00165808835463737,0.346518194268769
9,NaN,1.06948544412456,NaN,NaN
9.5,NaN,NaN,-0.000376900411727517,NaN
15,0.21060659566418,NaN,NaN,0.388263623078453
20,NaN,1.03284795554234,-0.00087076847011039,NaN
25,NaN,0.946178540487333,NaN,0.33212746263934
30,NaN,NaN,0.000487957755392197,NaN
35,0.220231904857813,NaN,NaN,NaN
40,NaN,1.05730261026523,NaN,0.390291037799044
45,NaN,NaN,-0.000449789011008587,NaN
50,0.482924115913296,0.918501984583759,NaN,NaN
60,NaN,0.941669887578439,0.00287208040091219,0.358318511494188
70,1.6232511538828,NaN,NaN,NaN
75,NaN,1.19405399874715,0.0982079134216336,NaN
80,NaN,NaN,NaN,0.536811818860316
90,1.59507078902822,NaN,NaN,NaN
95,NaN,1.00460448286193,NaN,NaN
100,1.77657881207477,1.11376002697129,NaN,0.566899502728679
150,1.76969924254328,0.93709638135451,NaN,NaN
200,1.8698388689949,NaN,NaN,NaN
250,1.65656840100666,NaN,NaN,NaN
300,1.63584972323352,NaN,NaN,NaN
350,1.73100788829919,NaN,NaN,NaN
450,1.67917083989961,NaN,NaN,NaN
