t,Compound_2_Obs,Compound_3_Obs,Compound_5_Obs,Compound_7_Obs
0,0.235784642849376,0.980893223427927,0.000260054880791277,0.351350861043681
20,0.19456645067287,NaN,NaN,NaN
25,NaN,1.155075569153,NaN,0.393076972176108
30,NaN,NaN,0.000214336675248105,NaN
40,0.171695216136,NaN,NaN,NaN
45,NaN,NaN,NaN,0.401124245347836
50,NaN,1.10297573798432,NaN,NaN
60,NaN,NaN,0.000230646107385493,NaN
65,0.136666122538255,NaN,NaN,NaN
75,NaN,NaN,NaN,0.423787746942253
80,NaN,1.00477408693133,NaN,NaN
85,0.119995495168705,NaN,NaN,NaN
90,NaN,NaN,0.000193954729705583,NaN
100,0.115982639725046,1.06458981945691,NaN,0.379846403939379
150,0.103173801698808,0.974958295382381,0.000189646520752455,0.507480883414308
200,0.0813677394069282,1.04529520105013,0.000164110935153067,0.54918550409554
250,0.0593415305109277,1.12816891027851,NaN,NaN
300,0.0607789467255497,1.01192097993476,0.000145113241826891,0.474841190147027
350,0.0704488544891007,1.13728051642531,0.00014943984785369,0.587327785581017
450,0.0731678584772468,0.801966047369446,0.000165357766327704,0.498258872575246
