t,Compound_2_Obs,Compound_3_Obs,Compound_5_Obs,Compound_7_Obs
0,0.158323893339816,1.07476890399282,-0.00848899009922901,0.413727808756595
5.5,NaN,0.862682059366144,NaN,NaN
7.5,0.0592657050855884,NaN,NaN,NaN
10,NaN,0.99872227772322,NaN,NaN
15,0.306385159827384,NaN,-0.0102313802440142,NaN
20,NaN,1.1173321858706,NaN,0.315181859298801
25,0.310564485751392,0.920626801866473,NaN,NaN
30,NaN,1.03487657450155,0.0373049766862019,NaN
35,0.232743353508396,NaN,NaN,NaN
40,NaN,1.04371238688635,NaN,0.318510049685049
45,0.318403219052535,NaN,-0.00982429470298896,NaN
50,NaN,1.06014279274988,NaN,NaN
55,0.438602417816011,NaN,NaN,NaN
60,NaN,1.08845531346,-0.0124201139718822,NaN
65,NaN,NaN,NaN,0.426114939289003
70,7.78541999681622,1.13952968960658,NaN,NaN
80,NaN,NaN,0.463162957467235,NaN
85,NaN,1.03889134139508,NaN,NaN
90,NaN,NaN,NaN,0.865315348886808
100,NaN,1.11946904870487,0.487815147673722,0.856315785250592
150,NaN,NaN,0.508366233416124,0.920817430740797
200,NaN,NaN,0.509271073727925,0.87672034738642
250,NaN,NaN,0.510334488383051,0.955346105577643
300,NaN,NaN,0.499725255632822,0.851161252945373
350,NaN,NaN,NaN,0.935304219429471
450,NaN,NaN,NaN,0.844653576649216
