t,Compound_2_Obs,Compound_3_Obs,Compound_5_Obs,Compound_7_Obs
0,2.98592846329911,1.11913844462861,0.00722420177431077,0.361124666770759
3.5,NaN,1.14808129792232,NaN,NaN
7.5,NaN,0.93546829070422,NaN,NaN
9,NaN,NaN,NaN,0.435615258183855
10,NaN,1.0584758487881,NaN,NaN
15,107.237996897033,1.33733504689838,0.538666292837761,NaN
20,NaN,1.10503428170748,NaN,0.786525076562453
25,NaN,1.13852309080469,0.484177237635189,NaN
30,123.874689406074,1.23194833666363,NaN,0.843198491857732
40,112.674373818201,1.23057836750784,0.531489920296362,0.958823409350668
50,NaN,1.1190962287554,NaN,0.938817560254812
55,NaN,NaN,0.537991719194805,NaN
60,123.008073563783,NaN,NaN,NaN
65,NaN,NaN,NaN,0.933847650644988
70,NaN,NaN,0.589539985815448,NaN
75,126.091896591753,NaN,NaN,NaN
85,NaN,NaN,NaN,1.10880073503917
90,NaN,NaN,0.437542821834581,NaN
95,124.773207120181,NaN,NaN,NaN
100,113.794280217325,NaN,0.535012572124375,NaN
150,107.572982302844,NaN,0.461184894662395,NaN
200,131.097746372474,NaN,0.459958244223249,NaN
250,120.874403636462,NaN,0.435430613701029,NaN
300,110.895724707915,NaN,0.53195530152297,NaN
