t,Compound_2_Obs,Compound_3_Obs,Compound_5_Obs,Compound_7_Obs
0,0.231554247249256,1.11301659811202,0.000507419920071169,0.375412184177496
5,NaN,0.960281319992921,0.00253995622162832,NaN
7,0.750811315968229,NaN,NaN,NaN
9,NaN,NaN,NaN,0.43370630097377
10,NaN,0.994218401568559,0.0028557476039987,NaN
15,0.934624494862476,1.0381069033316,0.00279097611000406,NaN
20,0.842994549178278,NaN,0.00263303961636907,0.509276446921409
25,NaN,0.93373567067028,NaN,NaN
30,0.960202810483634,0.991372231507159,0.00257206250263896,0.418944223900394
35,NaN,NaN,0.00247721990289033,NaN
40,0.855065371454651,1.13435784808107,NaN,NaN
45,NaN,NaN,0.00274843941359649,0.535569736295635
50,0.820119246603229,0.948513455410851,NaN,NaN
55,NaN,NaN,0.00245054622180234,NaN
60,NaN,NaN,NaN,0.527572367743392
65,0.925232356683126,NaN,NaN,NaN
75,NaN,NaN,NaN,0.50919143557296
