t,Compound_2_Obs,Compound_3_Obs,Compound_5_Obs,Compound_7_Obs
0,0.262894598347736,0.936854457768698,0.0300077481467355,0.369687294882102
10,0.217721673985199,NaN,NaN,NaN
15,NaN,NaN,-0.00801581018146828,NaN
20,0.33598233080871,0.807287343120889,NaN,NaN
25,NaN,NaN,NaN,0.443273206381556
30,NaN,NaN,0.0132029363130252,NaN
35,0.0162835674097367,NaN,NaN,NaN
40,NaN,1.01218498453862,NaN,NaN
45,0.171200043883124,NaN,0.00285780964703229,NaN
55,NaN,NaN,NaN,0.358512938912136
60,0.200521881533801,1.04617019579336,NaN,NaN
65,NaN,NaN,0.248167354710407,NaN
75,3.4653674346548,NaN,NaN,NaN
85,NaN,1.19677805160065,0.228730181600114,0.657958995188625
95,3.73972542360546,NaN,NaN,NaN
100,3.67673481522289,1.05767542129633,0.249737867475366,0.707361613672602
150,3.57113297196198,1.11599127119644,0.23294311555523,0.921984013737605
200,NaN,1.09537622250772,0.246712525139193,1.03247197062878
250,NaN,0.999999383581007,NaN,0.992829184083729
300,NaN,0.928541864881541,NaN,NaN
350,NaN,1.10775089472204,NaN,NaN
