t,Compound_2_Obs,Compound_3_Obs,Compound_5_Obs,Compound_7_Obs
0,0.257036661663936,0.977896117484612,0.000256724296868516,0.302678159983855
5,NaN,0.999532320713417,NaN,NaN
6,NaN,NaN,0.000234399111718336,NaN
7.5,NaN,NaN,NaN,0.399268549075665
8.5,0.315742928907562,NaN,NaN,NaN
10,NaN,1.04365767254128,0.000200015166972503,NaN
15,NaN,0.875540672913905,NaN,0.532373118404438
20,0.379387574515551,0.985308105717602,0.00074023064899091,NaN
25,NaN,NaN,0.000607385151010467,0.783366602333714
30,0.439504065065189,1.0275736324409,NaN,NaN
35,NaN,0.975528590223471,0.000704288591986998,0.880252146416288
40,0.521633742275949,NaN,0.000560409412689061,NaN
45,NaN,0.991514588856818,NaN,0.933309879932811
50,0.514205485302747,NaN,0.000670306410288014,NaN
55,NaN,1.1180912316166,NaN,NaN
60,NaN,NaN,NaN,0.899330896199893
65,0.564609830415807,NaN,0.000646451799788592,NaN
70,NaN,1.1423697566806,NaN,NaN
75,NaN,NaN,0.000653067366484223,0.977601197732234
85,0.509293507443419,0.930558370271506,NaN,NaN
