t,Reelin_input,ApoER2_Dab1_Obs,ApoER2_Dab1SFK_Obs,ApoER2_re_Dab1SFK_Obs,SFK_Obs,pApoER2_re_Dab1_Obs
14,0,0.801549075168236,0.000103025697823545,0,0.0012138091172931,0
14,0.00012207,0.973417748078077,8.24262521488191e-05,2.54451417301858e-10,0.00151563355779652,9.79187930243739e-08
14,0.00024414,0.861613339245536,8.5410533607844e-05,1.51985716998851e-07,0.00149110360479559,1.35157350741612e-06
14,0.00048828,0.702227725410816,8.85553705083853e-05,5.87511571042059e-06,0.00119737424058161,1.00512702822458e-05
14,0.00097656,1.15160792729073,0.000117508433410174,4.66986854135041e-05,0.001506128889532,3.25108899611172e-05
14,0.0019531,1.14348620211583,8.7249322022187e-05,9.50627932139277e-05,0.00149788049550611,0.000113932281568347
14,0.0039062,0.902103125445674,4.29238109607996e-05,0.000329796890895485,0.00119750661831633,0.000135044068297054
14,0.0078125,0.490894848693622,4.91658624170603e-05,0.000520596579281921,0.000615978698269576,0.000332853187306468
14,0.015625,0.344087223856324,2.1100021740822e-05,0.000796131062497564,0.000731900567111027,0.000473466982333899
14,0.03125,0.532195253327228,1.22792238055842e-05,0.000813150897868352,0.000711850487268624,0.00128855119648727
14,0.125,0.373006095322852,4.48572632514765e-06,0.00119668820457159,0.000261657060896381,0.00273495382946437
14,0.25,0.201815142921916,1.82403410025589e-06,0.000598938359981983,0.00021264845555978,0.00500768756689394
14,0.5,0.186138193812328,9.83242326331004e-07,0.0018770759912386,0.000106687527205987,0.00811046860230772
14,1,0.150252981132991,5.4911650048916e-07,0.00156503933836287,6.77076700563663e-05,0.0103033859338099
