parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
Rec_act	Rec_act	log10	1e-05	1000	0.00891250938133746	1	parameterScaleUniform	
S2tot	S2tot	log10	1e-05	1000	186.208713666287	1	parameterScaleUniform	
S3tot	S3tot	log10	1e-05	1000	9.1201083935591	1	parameterScaleUniform	
S4tot	S4tot	log10	1e-05	1000	38.0189396320561	1	parameterScaleUniform	
S_dephos	S_dephos	log10	1e-05	1000	0.52844525177518	1	parameterScaleUniform	
S_dephosphos	S_dephosphos	log10	1e-05	1000	0.0891250938133746	1	parameterScaleUniform	
S_phos	S_phos	log10	1e-05	1000	0.365594791613125	1	parameterScaleUniform	
geneA_act1	geneA_act1	log10	1e-05	1000	0.00851138038202377	1	parameterScaleUniform	
geneA_act2	geneA_act2	log10	1e-05	1000	0.000602559586074357	1	parameterScaleUniform	
geneA_act3	geneA_act3	lin	0	1000	0	0	parameterScaleUniform	
geneA_inh1	geneA_inh1	lin	0	1000	0	0	parameterScaleUniform	
geneA_inh2	geneA_inh2	log10	1e-05	1000	0.0549540873857625	1	parameterScaleUniform	
geneA_inh3	geneA_inh3	log10	1e-05	1000	0.0354813389233576	1	parameterScaleUniform	
geneA_turn	geneA_turn	log10	1e-05	1000	0.00691830970918936	1	parameterScaleUniform	
geneB_act1	geneB_act1	log10	1e-05	1000	0.338064836205982	1	parameterScaleUniform	
geneB_act2	geneB_act2	log10	1e-05	1000	0.0407380277804113	1	parameterScaleUniform	
geneB_act3	geneB_act3	log10	1e-05	1000	0.0549540873857625	1	parameterScaleUniform	
geneB_inh1	geneB_inh1	lin	0	1000	0	0	parameterScaleUniform	
geneB_inh2	geneB_inh2	log10	1e-05	1000	0.52360043658575	1	parameterScaleUniform	
geneB_inh3	geneB_inh3	log10	1e-05	1000	0.515228644581757	1	parameterScaleUniform	
geneB_turn	geneB_turn	log10	1e-05	1000	0.0186208713666287	1	parameterScaleUniform	
geneC_act1	geneC_act1	log10	1e-05	1000	0.00501187233627272	1	parameterScaleUniform	
geneC_act2	geneC_act2	lin	0	1000	0	0	parameterScaleUniform	
geneC_act3	geneC_act3	lin	0	1000	0	0	parameterScaleUniform	
geneC_inh1	geneC_inh1	lin	0	1000	0	0	parameterScaleUniform	
geneC_inh2	geneC_inh2	log10	1e-05	1000	0.0144543977074593	1	parameterScaleUniform	
geneC_inh3	geneC_inh3	log10	1e-05	1000	0.0245470891568503	1	parameterScaleUniform	
geneC_turn	geneC_turn	log10	1e-05	1000	0.00288403150312661	1	parameterScaleUniform	
geneD_act1	geneD_act1	log10	1e-05	1000	0.0154881661891248	1	parameterScaleUniform	
geneD_act2	geneD_act2	log10	1e-05	1000	0.000213796208950223	1	parameterScaleUniform	
geneD_act3	geneD_act3	lin	0	1000	0	0	parameterScaleUniform	
geneD_inh1	geneD_inh1	lin	0	1000	0	0	parameterScaleUniform	
geneD_inh2	geneD_inh2	log10	1e-05	1000	0.0512861383991365	1	parameterScaleUniform	
geneD_inh3	geneD_inh3	log10	1e-05	1000	0.0954992586021436	1	parameterScaleUniform	
geneD_turn	geneD_turn	log10	1e-05	1000	0.000436515832240166	1	parameterScaleUniform	
geneE_act1	geneE_act1	lin	0	1000	0	0	parameterScaleUniform	
geneE_act2	geneE_act2	log10	1e-05	1000	1.48936107771092	1	parameterScaleUniform	
geneE_act3	geneE_act3	log10	1e-05	1000	3.53997341083435	1	parameterScaleUniform	
geneE_inh1	geneE_inh1	log10	1e-05	1000	4.19758983991008	1	parameterScaleUniform	
geneE_inh2	geneE_inh2	log10	1e-05	1000	0.820162673151552	1	parameterScaleUniform	
geneE_inh3	geneE_inh3	log10	1e-05	1000	18.6208713666287	1	parameterScaleUniform	
geneE_turn	geneE_turn	log10	1e-05	1000	0.0660693448007596	1	parameterScaleUniform	
geneF_act1	geneF_act1	log10	1e-05	7943.28234724281	1230.26877081238	1	parameterScaleUniform	
geneF_act2	geneF_act2	log10	1e-05	1000	0.248885731828239	1	parameterScaleUniform	
geneF_act3	geneF_act3	log10	1e-05	1000	26.3026799189538	1	parameterScaleUniform	
geneF_inh1	geneF_inh1	log10	1e-05	1000	4.37522105158252	1	parameterScaleUniform	
geneF_inh2	geneF_inh2	lin	0	1000	0	0	parameterScaleUniform	
geneF_inh3	geneF_inh3	lin	0	1000	0	0	parameterScaleUniform	
geneF_turn	geneF_turn	log10	1e-05	1000	69.1830970918937	1	parameterScaleUniform	
geneG_act1	geneG_act1	log10	1e-05	1000	501.187233627272	1	parameterScaleUniform	
geneG_act2	geneG_act2	log10	1e-05	1000	93.3254300796991	1	parameterScaleUniform	
geneG_act3	geneG_act3	lin	0	1000	0	0	parameterScaleUniform	
geneG_inh1	geneG_inh1	lin	0	1000	0	0	parameterScaleUniform	
geneG_inh2	geneG_inh2	log10	1e-05	1000	0.0173780082874938	1	parameterScaleUniform	
geneG_inh3	geneG_inh3	log10	1e-05	1000	0.00138038426460289	1	parameterScaleUniform	
geneG_turn	geneG_turn	log10	1e-05	1000	562.341325190349	1	parameterScaleUniform	
geneH_act1	geneH_act1	lin	0	1000	0	0	parameterScaleUniform	
geneH_act2	geneH_act2	log10	1e-05	1000	81.2830516164099	1	parameterScaleUniform	
geneH_act3	geneH_act3	log10	1e-05	12589.2541179417	1905.46071796325	1	parameterScaleUniform	
geneH_inh1	geneH_inh1	log10	1e-05	10000	1659.58690743756	1	parameterScaleUniform	
geneH_inh2	geneH_inh2	log10	1e-05	1000	19.4984459975805	1	parameterScaleUniform	
geneH_inh3	geneH_inh3	log10	1e-05	1000	147.910838816821	1	parameterScaleUniform	
geneH_turn	geneH_turn	log10	1e-05	1000	1.41905752168909	1	parameterScaleUniform	
geneI_act1	geneI_act1	log10	1e-05	1000	7.12853030126519	1	parameterScaleUniform	
geneI_act2	geneI_act2	lin	0	1000	0	0	parameterScaleUniform	
geneI_act3	geneI_act3	lin	0	1000	0	0	parameterScaleUniform	
geneI_inh1	geneI_inh1	lin	0	1000	0	0	parameterScaleUniform	
geneI_inh2	geneI_inh2	log10	1e-05	1000	316.227766016838	1	parameterScaleUniform	
geneI_inh3	geneI_inh3	log10	1e-05	1000	977.237220955811	1	parameterScaleUniform	
geneI_turn	geneI_turn	log10	1e-05	1000	0.00309029543251359	1	parameterScaleUniform	
geneJ_act1	geneJ_act1	lin	0	1000	0	0	parameterScaleUniform	
geneJ_act2	geneJ_act2	lin	0	1000	0	0	parameterScaleUniform	
geneJ_act3	geneJ_act3	lin	0	1000	0	0	parameterScaleUniform	
geneJ_inh1	geneJ_inh1	log10	1e-05	1000	0.295120922666639	1	parameterScaleUniform	
geneJ_inh2	geneJ_inh2	log10	1e-05	1000	0.0091201083935591	1	parameterScaleUniform	
geneJ_inh3	geneJ_inh3	log10	1e-05	1000	0.00436515832240166	1	parameterScaleUniform	
geneJ_turn	geneJ_turn	log10	1e-05	1000	0.0087096358995608	1	parameterScaleUniform	
geneK_act1	geneK_act1	log10	1e-05	1000	0.0223872113856834	1	parameterScaleUniform	
geneK_act2	geneK_act2	log10	1e-05	1000	0.000346736850452532	1	parameterScaleUniform	
geneK_act3	geneK_act3	lin	0	1000	0	0	parameterScaleUniform	
geneK_inh1	geneK_inh1	lin	0	1000	0	0	parameterScaleUniform	
geneK_inh2	geneK_inh2	log10	1e-05	1000	2.03235701093622	1	parameterScaleUniform	
