t,epo_level,EpoRpJAK2_Obs,CISnRNA2_Obs
83,2.5e-09,0.206262174036116,680.213114411894
83,2.5e-09,0.209948968877838,711.557055550549
83,2.5e-09,0.232073175561673,754.461649807653
83,2.5e-08,1.33547785131486,1012.14066042436
83,2.5e-08,1.36719357748858,923.000275667602
83,2.5e-08,1.23519172410586,815.74746758107
83,1.25e-07,0.273233513956699,870.114419410874
83,1.25e-07,0.323963208084259,767.817240834608
83,1.25e-07,0.307525592032911,870.502774582379
83,2.5e-07,0.0740017631710507,259.142320205504
83,2.5e-07,0.0818651860455656,350.060677328405
83,2.5e-07,0.0884013991268264,327.26473013259
83,2.5e-06,0.0241247363268187,133.514078922867
83,2.5e-06,-0.0482588873219304,142.663725441382
83,2.5e-06,-0.0287376263290617,72.6924148141207
