t,input_il6,pJAK1_gp130_Obs
220,0.1,-0.000408216187276623
220,0.1,0.000325498420383342
220,0.5,0.000823706285344799
220,0.5,0.000868664753695251
220,1,0.00190053322559562
220,1,0.000666175870111038
220,2.5,0.00588674013510436
220,2.5,0.00571356052114449
220,5,0.0179236616110119
220,5,0.0186466614192511
220,10,0.00307078327366509
220,10,0.00228820454421144
220,25,0.00884361919944434
220,25,0.00929010858301546
220,50,0.00345025713732038
220,50,0.00359819622146934
220,100,0.0136427747133915
220,100,0.0131016614883394
220,500,0.0333207615758444
220,500,0.0330387860017609
