timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0278326824999646,10.5362184912721,0.0514494419850725,0.00447621686403333
100,NaN,9.23866081289207,NaN,NaN
200,0.0554009763552648,NaN,NaN,NaN
250,NaN,9.97377005982693,NaN,NaN
350,NaN,9.98812256649634,NaN,NaN
400,0.0742726406602782,NaN,0.409061786590712,0.0176466690888083
500,NaN,8.90316601228113,NaN,NaN
600,0.0764845371200102,NaN,NaN,NaN
650,NaN,7.91513584690073,NaN,NaN
800,0.142495909654696,7.11351499410243,2.54761527753861,NaN
850,NaN,NaN,NaN,0.0390053469350754
950,NaN,5.97116248015164,NaN,NaN
1000,0.248203001005838,5.76791768444476,4.06321767931906,NaN
1500,0.578734132814157,2.00868216488344,6.95399424229717,0.257127718609298
2000,0.822900505111235,0.316481118992008,8.46906124052998,0.416310028859438
2500,NaN,-0.00439602214583736,6.98025371151651,0.399018105397766
3000,NaN,0.0281847013218419,NaN,0.340503440217787
3500,NaN,NaN,6.07254244707922,NaN
4000,NaN,NaN,5.2826371176261,0.237018049422476
4500,NaN,NaN,NaN,0.181816779332476
5000,NaN,NaN,4.28859513235447,NaN
6000,NaN,NaN,4.05258811520752,0.145608957876581
7000,NaN,NaN,3.8934150612852,NaN
7500,NaN,NaN,NaN,0.0789907613323157
8500,NaN,NaN,2.83717170261577,NaN
