timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.00189949184072298,10.0883312553271,-0.032026288155894,-0.0118433331957589
350,-0.0128523149033907,10.4240200148827,0.0450234975656694,NaN
450,NaN,NaN,NaN,0.00151020335146499
700,0.0385881909596449,9.55578350774145,NaN,NaN
750,NaN,NaN,0.113005925477535,NaN
900,NaN,NaN,NaN,0.00200596664714592
1000,0.086596418317937,9.14074421248488,0.169853712835877,NaN
1500,0.0961719601628248,10.4605011826918,0.370846088617423,0.0185660510857261
2000,0.147205291329987,8.74145098025609,0.520742544677233,0.0750252998455035
2500,0.242745669324539,8.38832685418091,0.729679958979968,0.13642592463163
3000,0.307939234869897,7.82559360933689,0.869502599621925,0.229706771045888
3500,NaN,6.52082271140108,1.01956099819603,NaN
4000,0.489398465760556,NaN,NaN,0.352469709599739
4500,NaN,4.33106756856434,1.10872157530177,NaN
5000,0.566507657989511,NaN,1.0278855530166,0.338181534069662
5500,NaN,3.45054105701174,NaN,NaN
6000,0.614946800342097,NaN,0.906732851024266,0.281341449988973
7000,NaN,2.45516770635975,NaN,0.207175224185088
7500,NaN,NaN,0.700720227855831,NaN
8500,NaN,NaN,0.533942987455711,0.154197891777526
