timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0918996967183669,10.0055165998558,0.303733892832336,0.000135341119917102
40,NaN,0.126738448169297,NaN,NaN
75,NaN,-0.0712991250074575,NaN,NaN
100,NaN,-0.00701053715298629,NaN,NaN
150,NaN,-0.0110656278972446,NaN,NaN
200,NaN,-0.0390728251327687,NaN,NaN
300,NaN,0.00736725192184247,9.34733921786445,NaN
350,0.00516709130002723,-0.0155159889835877,NaN,NaN
450,NaN,-0.0355875169302412,NaN,0.00357237945855645
600,NaN,NaN,9.80661780490542,NaN
750,0.0237959019688884,NaN,NaN,NaN
900,NaN,NaN,NaN,0.00339364514911391
950,NaN,NaN,9.25731047180148,NaN
1000,0.0695300027144945,NaN,NaN,NaN
1500,0.353284253330398,NaN,8.39760671464244,0.00315285225906642
2000,0.771229716101346,NaN,9.1949171178842,0.00307080723669191
2500,1.13964122292698,NaN,8.9949017956616,0.0026514425930713
3000,1.43536395603909,NaN,8.17249568817189,0.00246291645065855
3500,NaN,NaN,8.03704791996925,NaN
4000,1.60087366837674,NaN,NaN,0.00208448343830167
4500,NaN,NaN,7.48553359673853,0.00241785219305437
5000,1.55445261313257,NaN,NaN,NaN
5500,NaN,NaN,6.79315788822187,0.00188518490242058
6000,1.69329709050785,NaN,NaN,NaN
6500,NaN,NaN,7.3224244587106,0.00187825943920087
7000,1.62441778498731,NaN,NaN,NaN
7500,NaN,NaN,6.06323987737618,NaN
8000,NaN,NaN,NaN,0.00167637448549117
8500,1.60112046975994,NaN,NaN,NaN
