timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0463167083138583,10.791608429898,0.0399853767856811,-0.00329656445267826
350,NaN,9.89712937259251,NaN,NaN
400,0.0449302088069247,NaN,0.0382553280548327,0.00269279260659407
700,NaN,9.38857154170982,NaN,NaN
800,0.051070592411779,NaN,NaN,-0.00445017509044043
850,NaN,NaN,0.159463572393319,NaN
1000,0.0616682634219616,10.0690101255478,NaN,NaN
1500,0.12268065998911,9.16939700999954,0.345461553953926,0.0243519186896455
2000,0.157348696320652,9.49507255265696,0.585528597104423,0.0680245342352396
2500,NaN,8.25848878134539,0.803717149365929,NaN
3000,0.43523543957076,7.47630218364204,1.0305784715903,0.25372850067334
3500,0.494069564064021,6.45923760105842,1.06135444415713,0.349318918997203
4000,0.634365584396686,5.80107067777247,1.19306998909352,0.411992730077572
5000,0.780830705574058,4.0181761535842,1.15388393628197,0.390431369640542
6000,0.81683682814999,2.92027736363194,0.938037364753616,0.314337199145998
7000,NaN,NaN,0.835938491609775,0.200566409363059
7500,0.879665259076264,1.36885208609186,NaN,NaN
8500,NaN,NaN,0.534915559107537,0.100263005652276
