timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0918410321847028,10.4210876124824,-0.00795559393733465,0.00700991982241556
400,NaN,NaN,-0.0533240188773521,NaN
450,0.00283677111793525,9.5432735804948,NaN,-0.0180665322736587
750,NaN,NaN,0.166594011171566,NaN
850,0.0490023758585558,9.74900984029354,NaN,NaN
950,NaN,NaN,NaN,0.00316291729044003
1000,NaN,NaN,0.264082471025848,NaN
1500,0.136052959937646,9.73182760479297,0.387020910746437,0.0486840706679026
2000,0.28194626307902,8.67692011700124,0.808960653397789,0.116298327646506
2500,0.524858193977662,8.15184074462042,1.11636469708966,0.27786627489726
3000,0.69510377310876,7.23478707973318,1.22697192449831,NaN
3500,NaN,NaN,NaN,0.497294141947622
4000,0.827350742193203,5.50298343862841,1.22274854875589,0.464318593416276
4500,NaN,NaN,1.1257800296263,NaN
5000,0.920789403476015,2.72405105911315,NaN,0.361005673998538
5500,NaN,NaN,0.878288671615534,NaN
6000,0.963134232608845,1.94312660868521,NaN,0.233146250966634
6500,NaN,NaN,0.706661416908506,NaN
7000,0.919230501094368,NaN,NaN,0.145135721176991
7500,NaN,1.35184738309845,0.565119129671891,NaN
8500,NaN,NaN,NaN,0.0701082557423628
