timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0239951691253986,9.81869717230262,0.578562599134905,-0.00842844824110105
150,NaN,10.6233078030216,NaN,NaN
200,0.0615807982043094,NaN,NaN,NaN
300,NaN,9.83084238610654,NaN,NaN
350,NaN,NaN,0.542712842291292,NaN
400,0.0881144147782225,8.19848206556912,NaN,NaN
450,NaN,NaN,NaN,0.0147283550177494
600,0.15908593617209,7.39133802887532,NaN,NaN
750,NaN,6.3726151471305,3.21498613810684,NaN
850,0.323547231102575,NaN,NaN,NaN
900,NaN,NaN,NaN,0.0620781961394129
950,NaN,4.96145695519549,NaN,NaN
1000,0.438328966416072,4.40733980792978,5.9492154754115,NaN
1500,0.677208773940917,0.677658375003162,7.93433052126656,0.372841539165508
2000,0.689586916666921,-0.286408980498672,8.21032789029542,0.420257153664814
2500,0.690783215485443,0.382155356377364,7.40593016892472,0.367058400622192
3000,NaN,0.0445281075806399,7.0531594407892,0.300463475234175
3500,0.703131078837587,NaN,5.37063033132617,NaN
4000,NaN,NaN,NaN,0.212619747251658
4500,NaN,NaN,5.31697551169988,NaN
5000,NaN,NaN,4.7792674801642,0.163571472268688
6000,NaN,NaN,3.33600160773756,0.1189450640743
7000,NaN,NaN,NaN,0.118802729182041
7500,NaN,NaN,3.61694454152441,NaN
8500,NaN,NaN,2.73508404529317,0.0548758093507167
