timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0169899881401168,10.3415664971803,0.121761934647263,0.00693694630834258
150,0.0348790842455957,NaN,NaN,NaN
250,0.0442899019068162,9.23367216249595,NaN,NaN
350,NaN,NaN,0.472749385658452,NaN
400,0.0778338000928066,NaN,NaN,0.0013340314315566
550,0.137856309515598,7.75796721249717,NaN,NaN
700,NaN,NaN,2.87486061178066,NaN
750,0.224871159962178,NaN,NaN,NaN
800,NaN,NaN,NaN,0.0354847773968114
900,0.241357147773566,6.24995025958647,NaN,NaN
1000,0.267882915295408,5.0303283076318,4.91463814734195,0.0835133904901592
1500,0.330976694550331,2.5836904383403,7.49986130089899,0.263146694339138
2000,0.354365359200086,0.422884072977044,7.56473201115481,0.359827879417978
2500,0.350405350464638,1.08117159281182,7.02452709822605,NaN
3000,NaN,NaN,7.05578038579837,0.321771098642923
3500,NaN,NaN,5.82287485037141,0.299294009765743
4000,NaN,NaN,6.13137612590679,0.221855481246996
5000,NaN,NaN,5.56230360233008,0.169694572468091
6000,NaN,NaN,3.85418790923861,0.131062370924892
7000,NaN,NaN,3.57027224687717,0.109812979637813
8500,NaN,NaN,2.75565095074394,0.0640605118565349
