timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,-0.00346484589628279,9.85943263817884,0.0349807296877735,-0.000804605383739747
100,0.0277171851138213,NaN,NaN,NaN
150,NaN,10.0539406793947,NaN,NaN
250,0.102566094717471,9.44016295832515,NaN,NaN
350,0.0968249343796191,NaN,NaN,NaN
400,NaN,8.7935406162694,1.12655148427413,NaN
450,NaN,NaN,NaN,0.000309542055642585
500,0.176255865236857,NaN,NaN,NaN
550,NaN,6.92983743650839,NaN,NaN
650,0.332838719940989,NaN,NaN,NaN
700,NaN,6.1973093222986,NaN,NaN
800,0.519723806299598,NaN,4.62156048317715,NaN
900,NaN,3.60474548068278,NaN,0.131223076290896
950,0.762540671670324,NaN,NaN,NaN
1000,0.831280381203946,2.50039903186925,NaN,NaN
1500,1.11585719412487,-0.434607867219497,8.49078146472399,0.444932062554759
2000,1.15324044199407,-0.0475038968783494,NaN,0.449406333314946
2500,1.22829111995141,0.293087374238474,7.14788009391728,0.353594281907998
3000,NaN,NaN,6.52467382384281,0.281283230166432
3500,NaN,NaN,5.74189126307214,NaN
4000,NaN,NaN,NaN,0.20091997987625
4500,NaN,NaN,4.72310040143494,NaN
5000,NaN,NaN,NaN,0.151639592929373
5500,NaN,NaN,3.85618182470102,NaN
6000,NaN,NaN,NaN,0.10957001777332
6500,NaN,NaN,3.98712635390455,NaN
7000,NaN,NaN,NaN,0.0898611629548721
8000,NaN,NaN,2.90696200500012,NaN
8500,NaN,NaN,NaN,0.0664606838805291
