timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0146426493057506,10.0632772426206,-0.0612389293306508,0.000133829275962225
35,NaN,0.0304860378739224,NaN,NaN
75,NaN,0.0103438892911396,NaN,NaN
100,NaN,0.0164420040396809,NaN,NaN
150,NaN,-0.00435582846715718,NaN,NaN
200,0.0451983193730339,0.0884066876235843,NaN,NaN
250,NaN,-0.116497927041963,NaN,NaN
350,NaN,0.0494119216021443,9.43883772372917,NaN
400,0.0652565300334568,0.00976088202075719,NaN,NaN
450,NaN,NaN,NaN,0.00368897389207595
550,0.0755619503527635,NaN,NaN,NaN
700,NaN,NaN,9.60142234878509,NaN
800,0.153112528444241,NaN,NaN,NaN
850,NaN,NaN,NaN,0.00331799647601654
1000,0.243381293109963,NaN,9.97031690946309,NaN
1500,0.374682710171533,NaN,9.39908900789384,0.00313665523376578
2000,0.444919933511272,NaN,8.69584296403139,0.00297018856721948
2500,0.476828451844809,NaN,8.8737661613536,0.00272242352303852
3000,NaN,NaN,7.7361673396538,0.00277193993523891
3500,0.471717895610649,NaN,8.67031463348575,0.00239281466590061
4000,NaN,NaN,6.64787407444875,NaN
4500,NaN,NaN,NaN,0.00223934625408769
5000,NaN,NaN,6.87344277629227,0.00227663423318552
5500,NaN,NaN,7.53754669514163,NaN
6000,NaN,NaN,NaN,0.00164827537240556
7000,NaN,NaN,6.2910032898739,0.00165341538523964
8000,NaN,NaN,5.68628281707171,NaN
8500,NaN,NaN,NaN,0.00126549896122816
